article_id,IAEI_after,api,method,model,outlet,topic,frame,IAEI_before,IAEI_change,IAEI_reduction_pct
art_057,0.5234479166666667,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,neutral,0.4654611823361823,0.0579867343304844,-12.46
art_058,0.6648148148148149,Azure,sentence_context_projection,gemini-2.5-pro,South China Morning Post,immigration,humanitarian,0.5516666666666666,0.11314814814814822,-20.51
art_062,0.5007799145299144,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,immigration,neutral,0.6211490683229813,-0.1203691537930669,19.38
art_063,0.3756470588235294,Azure,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.3758525956801819,-0.00020553685665253285,0.05
art_065,0.3601666666666666,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,immigration,neutral,0.458,-0.09783333333333344,21.36
art_070,0.472203548085901,Azure,sentence_context_projection,gemini-2.5-pro,CNN,immigration,neutral,0.2796404958677685,0.19256305221813247,-68.86
art_076,0.5471866666666666,Azure,sentence_context_projection,gemini-2.5-pro,News24,immigration,neutral,0.1335483870967741,0.4136382795698925,-309.73
art_079,0.0694318181818181,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,security,0.1932999999999999,-0.1238681818181818,64.08
art_086,0.1945357833655706,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,immigration,neutral,0.3007472766884531,-0.10621149332288249,35.32
art_088,0.3841325757575757,Azure,sentence_context_projection,gemini-2.5-pro,The Guardian,immigration,humanitarian,0.5066752136752136,-0.12254263791763792,24.19
art_089,0.2402970760233918,Azure,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.2027856598016781,0.037511416221713695,-18.5
art_091,0.8053607809847199,Azure,sentence_context_projection,gemini-2.5-pro,Global Times,immigration,neutral,0.8040706605222734,0.0012901204624464757,-0.16
art_092,0.6253695652173913,Azure,sentence_context_projection,gemini-2.5-pro,Global Times,immigration,neutral,0.6428794326241135,-0.017509867406722224,2.72
art_113,0.473265306122449,Azure,sentence_context_projection,gemini-2.5-pro,Daily Maverick,political conflict,people-centric,0.4731944444444444,7.086167800457455e-05,-0.01
art_114,0.3364,Azure,sentence_context_projection,gemini-2.5-pro,RT News,political conflict,neutral,0.2664583333333333,0.06994166666666668,-26.25
art_118,0.3324333333333333,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,political conflict,neutral,0.1016666666666667,0.23076666666666662,-226.98
art_125,0.4979166666666666,Azure,sentence_context_projection,gemini-2.5-pro,The Hindu,political conflict,people-centric,0.1779166666666666,0.32,-179.86
art_130,0.5650000000000001,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,political conflict,neutral,0.12,0.44500000000000006,-370.83
art_135,0.5930952380952382,Azure,sentence_context_projection,gemini-2.5-pro,Global Times,political conflict,state-centric,0.5089523809523809,0.0841428571428573,-16.53
art_171,0.5258333333333333,Azure,sentence_context_projection,gemini-2.5-pro,Xinhua,political conflict,state-centric,0.46875,0.057083333333333264,-12.18
art_178,0.2939210526315789,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,environment,skeptical,0.1406936936936937,0.15322735893788522,-108.91
art_184,0.9725,Azure,sentence_context_projection,gemini-2.5-pro,News24,environment,neutral,0.4316666666666666,0.5408333333333335,-125.29
art_187,0.2966666666666667,Azure,sentence_context_projection,gemini-2.5-pro,South China Morning Post,environment,concern,1.393333333333333,-1.0966666666666665,78.71
art_190,0.76,Azure,sentence_context_projection,gemini-2.5-pro,South China Morning Post,environment,concern,0.92,-0.16000000000000003,17.39
art_197,0.4881818181818181,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,neutral,0.441,0.0471818181818181,-10.7
art_201,0.4966666666666666,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.4558333333333333,0.04083333333333328,-8.96
art_204,0.8930833333333333,Azure,sentence_context_projection,gemini-2.5-pro,Global Times,environment,neutral,0.7410416666666667,0.15204166666666663,-20.52
art_209,0.4960526315789473,Azure,sentence_context_projection,gemini-2.5-pro,CNN,environment,concern,0.5507785714285715,-0.05472593984962415,9.94
art_210,0.449090909090909,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.3190909090909091,0.1299999999999999,-40.74
art_212,0.5607777777777778,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.0192307692307692,0.5415470085470087,-2816.04
art_213,0.48625,Azure,sentence_context_projection,gemini-2.5-pro,RT News,environment,skeptical,0.3631111111111111,0.12313888888888891,-33.91
art_214,0.864,Azure,sentence_context_projection,gemini-2.5-pro,Al Jazeera,environment,concern,0.7783333333333333,0.08566666666666667,-11.01
art_215,0.5864102564102563,Azure,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.3017948717948718,0.28461538461538455,-94.31
art_218,0.3669809523809523,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,environment,skeptical,0.3028383838383838,0.0641425685425685,-21.18
art_219,0.434375,Azure,sentence_context_projection,gemini-2.5-pro,Global Times,environment,neutral,0.3505888888888889,0.08378611111111112,-23.9
art_222,0.8283333333333333,Azure,sentence_context_projection,gemini-2.5-pro,The Guardian,environment,concern,0.88,-0.05166666666666675,5.87
art_223,0.433125,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.3227272727272727,0.11039772727272729,-34.21
art_224,0.4447376605814739,Azure,sentence_context_projection,gemini-2.5-pro,News24,environment,neutral,0.3786333333333333,0.06610432724814058,-17.46
art_225,0.4966666666666666,Azure,sentence_context_projection,gemini-2.5-pro,The Hindu,environment,concern,0.1156666666666666,0.381,-329.39
art_230,0.5561111111111112,Azure,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.2895833333333333,0.2665277777777779,-92.04
art_231,0.6743181818181818,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,environment,concern,0.8280769230769232,-0.15375874125874134,18.57
art_232,0.2038235294117647,Azure,sentence_context_projection,gemini-2.5-pro,Straits Times,environment,neutral,0.3543137254901961,-0.15049019607843137,42.47
art_072,0.3843137254901961,Google,,gemini-2.5-pro,,,,0.5925,-0.20818627450980393,35.14
art_072,0.0715919355116954,AWS,,gemini-2.5-pro,,,,0.0457886874430231,0.025803248068672305,-56.35
art_072,0.3917979797979798,Azure,,gemini-2.5-pro,,,,0.3325757575757576,0.05922222222222223,-17.81
