article_id,model,IPSV_after,IPSV_before,outlet,topic,frame,IPSV_change,IPSV_reduction_pct,cosine_similarity,above_threshold,original_word_count,neutralised_word_count,word_count_change_pct,bertscore_p,bertscore_r,bertscore_f1,topic_original,topic_neutralised,topic_preserved,summary_original,summary_neutralised,summary_bertscore_f1,AWS_before,AWS_after,Google_before,Google_after,Azure_before,Azure_after,lfi_before,lfi_after,abs_lfi_before,abs_lfi_after,IAEI_before_avg,IAEI_after_avg
art_190,gpt-4o,0.7422769314542595,1.0128041333451123,South China Morning Post,environment,concern,-0.2705272018908528,26.71,0.9611,True,202,186,-7.9,0.7168,0.7662,0.7418,political conflict,environment,False,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,A state of emergency has been declared in Bangkok as rescuers respond to a collapsed building where at least 80 workers are unaccounted for.,0.9244,-0.1749,-0.1143,-0.2,-0.2,-0.95,-0.86,1.0,1.0,1.0,1.0,0.4125708022834822,0.3712801788510475
art_190,gpt-5-5,0.7934609524918865,1.0128041333451123,South China Morning Post,environment,concern,-0.2193431808532258,21.66,0.9828,True,202,200,-1.0,0.9507,0.942,0.9464,political conflict,political conflict,True,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,A state of emergency has been declared in Bangkok as rescuers work at the site of a collapsed building where at least 80 workers are unaccounted for.,0.9677,-0.1749,-0.1038,-0.2,-0.2,-0.95,-0.9,1.0,1.0,1.0,1.0,0.4125708022834822,0.37534496641722076
art_197,gemini-2.5-pro,0.5229455019263355,1.6077351517456222,Le Monde,environment,neutral,-1.0847896498192866,67.47,0.9507,True,668,595,-10.9,0.684,0.6427,0.6638,environment,environment,True,"A 7.7 magnitude temblor rocked Thailand and neighboring Myanmar at midday on Friday, killing at least three people in Bangkok and burying dozens when a high-rise building under construction collapsed.","At least three people were killed in Bangkok and a high-rise building collapsed, officials said Friday, citing preliminary data from the US Geological Survey and Germany's GFZ.",0.3214,-0.402,-0.1726,-0.3,-0.3,-0.85,-0.84,1.0,1.0,1.0,1.0,0.3479907539682403,0.3034298398231453
art_197,gpt-4o,0.33556454277348047,1.6077351517456222,Le Monde,environment,neutral,-1.2721706089721416,79.13,0.96,True,668,550,-17.7,0.6082,0.6056,0.6076,environment,environment,True,"A 7.7 magnitude temblor rocked Thailand and neighboring Myanmar at midday on Friday, killing at least three people in Bangkok and burying dozens when a high-rise building under construction collapsed.","At least 144 people were reported dead, leading the country's junta chief to invite international assistance for relief efforts, the Red Cross said.",0.1171,-0.402,-0.1138,-0.3,-0.3,-0.85,-0.85,1.0,1.0,1.0,1.0,0.3479907539682403,0.3159519889206075
art_197,gpt-5-5,1.1643225489709665,1.6077351517456222,Le Monde,environment,neutral,-0.44341260277465566,27.58,0.9806,True,668,664,-0.6,0.8854,0.8974,0.8915,environment,environment,True,"A 7.7 magnitude temblor rocked Thailand and neighboring Myanmar at midday on Friday, killing at least three people in Bangkok and burying dozens when a high-rise building under construction collapsed.","A 7.7 magnitude earthquake struck Thailand and neighboring Myanmar at midday on Friday, killing at least three people in Bangkok and trapping dozens when a high-rise building under construction collapsed.",0.8675,-0.402,-0.3162,-0.3,-0.3,-0.85,-0.89,1.0,1.0,1.0,1.0,0.3479907539682403,0.33140915474538507
art_201,gemini-2.5-pro,2.7441320038303907,1.546175651506866,Reuters,environment,concern,1.1979563523235246,-77.48,0.9649,True,472,440,-6.8,0.7615,0.7093,0.7357,political conflict,political conflict,True,"Burma’s military-led government announced that the death toll from Friday’s 7.7 magnitude earthquake rose to 3,085, while 4,715 people were injured and another 341 are missing.","More than 3,000 people have died from the 7.7 magnitude earthquake that struck Burma last week, which damaged thousands of buildings and contributed to the existing humanitarian situation in the country.",0.4035,-0.3985,-0.5779,-0.3,-0.2,-0.91,-0.84,1.0,1.0,1.0,1.0,0.34402062585111093,0.35870672626600214
art_201,gpt-4o,2.30702040005741,1.546175651506866,Reuters,environment,concern,0.7608447485505438,-49.21,0.9437,True,472,422,-10.6,0.6403,0.629,0.6352,political conflict,political conflict,True,"Burma’s military-led government announced that the death toll from Friday’s 7.7 magnitude earthquake rose to 3,085, while 4,715 people were injured and another 341 are missing.","The death toll from Friday’s 7.7 magnitude earthquake in Burma has increased to 3,085, with 4,715 people injured and 341 missing.",0.8063,-0.3985,-0.5449,-0.3,-0.3,-0.91,-0.86,1.0,1.0,1.0,1.0,0.34402062585111093,0.4058719044891204
art_201,gpt-5-5,2.441978152873054,1.546175651506866,Reuters,environment,concern,0.8958025013661879,-57.94,0.9954,True,472,470,-0.4,0.9187,0.9247,0.9218,political conflict,environment,False,"Burma’s military-led government announced that the death toll from Friday’s 7.7 magnitude earthquake rose to 3,085, while 4,715 people were injured and another 341 are missing.","More than 3,000 people have now died from the 7.7 magnitude earthquake that struck Burma last week, damaging thousands of buildings and worsening the humanitarian situation in the country.",0.4199,-0.3985,-0.5779,-0.3,-0.3,-0.91,-0.89,1.0,1.0,1.0,1.0,0.34402062585111093,0.3877491560829573
art_202,gemini-2.5-pro,1.33702685863244,1.1113230401703855,The Hindu,environment,concern,0.22570381846205456,-20.31,0.9746,True,104,104,0.0,0.8504,0.8111,0.8309,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","An earthquake in Myanmar had its source in the central part of the country, approximately 20 km from Mandalay, the country’s second-largest city.",0.5885,-0.001,-0.0009,0.0,0.0,-0.16,-0.85,0.0,0.0,0.0,0.0,0.0,0.0
art_202,gpt-4o,1.2904661065931835,1.1113230401703855,The Hindu,environment,concern,0.17914306642279798,-16.12,0.9788,True,104,100,-3.8,0.8964,0.8721,0.8844,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","A magnitude 7.7 earthquake in Myanmar has triggered a series of aftershocks, including one with a magnitude of 6.4, which took place 11 minutes after the main event.",0.5055,-0.001,-0.0006,0.0,0.0,-0.16,-0.07,0.0,0.0,0.0,0.0,0.0,0.0
art_202,gpt-5-5,1.1549213084658472,1.1113230401703855,The Hindu,environment,concern,0.04359826829546165,-3.92,0.9961,True,104,102,-1.9,0.9819,0.9649,0.9734,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","A magnitude 7.7 quake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city.",0.6535,-0.001,-0.0021,0.0,0.0,-0.16,-0.14,0.0,0.0,0.0,0.0,0.0,0.0
art_204,gemini-2.5-pro,1.860246161316555,1.7561606526451727,Global Times,environment,neutral,0.10408550867138233,-5.93,0.9862,True,527,472,-10.4,0.8117,0.7859,0.7991,environment,environment,True,"China has sent the largest number of rescue teams and personnel to assist in local disaster relief efforts, according to data released by the China International Development Cooperation Agency (CIDCA) on Wednesday.","China has sent the largest number of rescue teams and personnel to Myanmar, according to data released by the China International Development Cooperation Agency (CIDCA).",0.8038,0.2661,0.1386,0.1,0.1,-0.78,-0.91,1.0,1.0,1.0,1.0,0.31306375432629313,0.3470395645715499
art_204,gpt-4o,1.5966542320912076,1.7561606526451727,Global Times,environment,neutral,-0.15950642055396513,9.08,0.9975,True,527,526,-0.2,0.9181,0.9267,0.9225,environment,environment,True,"China has sent the largest number of rescue teams and personnel to assist in local disaster relief efforts, according to data released by the China International Development Cooperation Agency (CIDCA) on Wednesday.","Epidemic prevention and loss assessment, a spokesperson for the China International Development Cooperation Agency (CIDCA) said Wednesday, according to data released by the China International Development Cooperation Agency (CIDCA).",0.4754,0.2661,0.2562,0.1,0.1,-0.78,-0.73,1.0,1.0,1.0,1.0,0.31306375432629313,0.298784622785958
art_204,gpt-5-5,1.4987454887002705,1.7561606526451727,Global Times,environment,neutral,-0.25741516394490227,14.66,0.9955,True,527,515,-2.3,0.8782,0.9021,0.8903,environment,environment,True,"China has sent the largest number of rescue teams and personnel to assist in local disaster relief efforts, according to data released by the China International Development Cooperation Agency (CIDCA) on Wednesday.","China has sent the largest number of rescue teams and personnel to assist in local disaster relief efforts, according to data released by the China International Development Cooperation Agency (CIDCA).",0.9441,0.2661,0.0942,0.1,0.0,-0.78,-0.9,1.0,1.0,1.0,1.0,0.31306375432629313,0.30627277246686946
art_209,gemini-2.5-pro,0.42493367064553744,1.0673405659336408,CNN,environment,concern,-0.6424068952881034,60.19,0.9559,True,885,848,-4.2,0.7399,0.7449,0.7428,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","Burma’s military administration, which has reaffirmed its commitment to allowing aid to those affected by the quake, says human rights groups.",0.3867,-0.2914,-0.15,-0.3,-0.3,-0.85,-0.82,1.0,1.0,1.0,1.0,0.35782164597546645,0.29983499971346644
art_209,gpt-4o,1.4952106184020417,1.0673405659336408,CNN,environment,concern,0.42787005246840093,-40.09,0.9452,True,885,807,-8.8,0.6612,0.699,0.6806,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","Myanmar’s military junta says the country’s buildings are still collapsing as tremors persist, highlighting the risks involved in the rescue operations.",0.2823,-0.2914,-0.3178,-0.3,-0.2,-0.85,-0.87,1.0,1.0,1.0,1.0,0.35782164597546645,0.3348449690067119
art_209,gpt-5-5,0.4507686834752992,1.0673405659336408,CNN,environment,concern,-0.6165718824583416,57.77,0.9561,True,885,867,-2.0,0.8668,0.8693,0.8682,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","More than 2,700 people were killed in the quake, with thousands more injured, according to Myanmar’s military junta. Hundreds more remain missing, meaning the death toll is expected to rise.",0.5135,-0.2914,-0.1559,-0.3,-0.3,-0.85,-0.8,1.0,1.0,1.0,1.0,0.35782164597546645,0.30317220624769936
art_210,gemini-2.5-pro,1.0710600837970046,1.0930171243651472,Le Monde,environment,concern,-0.021957040568142627,2.01,0.9503,True,532,491,-7.7,0.7828,0.7725,0.778,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,"Myanmar's military government announced a temporary ceasefire on Wednesday, as the death toll from an earthquake rose and survivors demanded more help amid aid distribution efforts.",0.7609,-0.2207,-0.22,-0.2,-0.2,-0.72,-0.83,0.0,0.0,0.0,0.0,0.21350842405785594,0.2511057055758965
art_210,gpt-4o,1.139933278142543,1.0930171243651472,Le Monde,environment,concern,0.046916153777395886,-4.29,0.9383,True,532,459,-13.7,0.6213,0.6195,0.621,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,"Myanmar's junta announced a temporary ceasefire on Wednesday, April 2, as the death toll from an earthquake increased and survivors requested more assistance during aid distribution.",0.6435,-0.2207,-0.0922,-0.2,-0.1,-0.72,-0.89,0.0,0.0,0.0,0.0,0.21350842405785594,0.2576970215462888
art_210,gpt-5-5,0.9911963354647111,1.0930171243651472,Le Monde,environment,concern,-0.10182078890043611,9.32,0.9667,True,532,526,-1.1,0.8265,0.8403,0.8337,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,Myanmar's military government announced a temporary ceasefire as the death toll from a major quake rose and survivors demanded more assistance during crowded aid distribution efforts.,0.7343,-0.2207,-0.1982,-0.2,-0.2,-0.72,-0.85,0.0,0.0,0.0,0.0,0.21350842405785594,0.22808370058679484
art_212,gemini-2.5-pro,2.3992002329458346,1.2249979677007847,Reuters,environment,concern,1.17420226524505,-95.85,0.9842,True,580,569,-1.9,0.7628,0.7466,0.7551,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","The death toll in Myanmar rose to 3,085 on Thursday, with 4,715 injured and 341 missing, government officials said, as the death toll rose above 3,000.",0.1753,-0.2545,-0.5011,-0.2,-0.2,-0.88,-0.8,1.0,0.0,1.0,0.0,0.13605951282956774,0.3936540477566777
art_212,gpt-4o,3.1052889357046993,1.2249979677007847,Reuters,environment,concern,1.8802909680039146,-153.49,0.9211,True,580,501,-13.6,0.5498,0.5501,0.5507,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","Global aid organizations have expressed concerns about potential disease outbreaks among quake survivors in Myanmar, who are currently staying outdoors due to extreme heat and heavy rain.",0.3935,-0.2545,-0.6461,-0.2,-0.2,-0.88,-0.81,1.0,1.0,1.0,1.0,0.13605951282956774,0.4345908728215701
art_212,gpt-5-5,1.3857129085859885,1.2249979677007847,Reuters,environment,concern,0.16071494088520377,-13.12,0.9785,True,580,595,2.6,0.8663,0.8532,0.86,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","Burma's economy has been shattered by the quake, which left 28 million people without food, water and shelter.",0.1035,-0.2545,-0.2903,-0.2,-0.2,-0.88,-0.8,1.0,0.0,1.0,0.0,0.13605951282956774,0.2853622060205809
art_213,gemini-2.5-pro,1.4430420819475291,2.0601886192025187,RT News,environment,skeptical,-0.6171465372549896,29.96,0.8814,True,480,374,-22.1,0.56,0.5323,0.5469,political conflict,political conflict,True,US Conservatives have attributed the Los Angeles Fire Department’s difficulties in preventing the raging infernos that have devastated the city over the past week to failed diversity policies.,"The Los Angeles Fire Department’s response to the wildfires in California has been criticized by some conservatives, including Donald Trump Jr., who has suggested the department’s focus on diversity, equity and inclusion (DEI).",0.3215,-0.5693,-0.455,-0.5,-0.5,-0.85,-0.88,1.0,1.0,1.0,1.0,0.4110442960260369,0.4218947400318451
art_213,gpt-4o,0.9197171563518322,2.0601886192025187,RT News,environment,skeptical,-1.1404714628506865,55.36,0.8687,True,480,323,-32.7,0.4761,0.4262,0.4519,political conflict,political conflict,True,US Conservatives have attributed the Los Angeles Fire Department’s difficulties in preventing the raging infernos that have devastated the city over the past week to failed diversity policies.,"The Los Angeles Fire Department’s response to the wildfires has been criticized by US conservatives, including Donald Trump Jr. on X.",0.4076,-0.5693,-0.3011,-0.5,-0.4,-0.85,-0.82,1.0,1.0,1.0,1.0,0.4110442960260369,0.355885750514652
art_213,gpt-5-5,0.29118983089059586,2.0601886192025187,RT News,environment,skeptical,-1.768998788311923,85.87,0.951,True,480,476,-0.8,0.8225,0.8262,0.8246,political conflict,political conflict,True,US Conservatives have attributed the Los Angeles Fire Department’s difficulties in preventing the raging infernos that have devastated the city over the past week to failed diversity policies.,US conservatives have attributed the Los Angeles Fire Department’s difficulties in responding to the wildfires that have affected the city over the past week to diversity policies.,0.7899,-0.5693,-0.0677,-0.5,-0.4,-0.85,-0.84,1.0,1.0,1.0,1.0,0.4110442960260369,0.3198850515949181
art_214,gemini-2.5-pro,2.1704921264269257,1.87823972997369,Al Jazeera,environment,concern,0.29225239645323575,-15.56,0.9963,True,1408,1380,-2.0,0.8549,0.8494,0.8524,environment,environment,True,"At least 10 people have been killed and some 10,000 homes and other buildings have been burned in wildfires that have ravaged multiple parts of Los Angeles in California.","At least 10 people have been killed and some 10,000 homes and other buildings have been burned in wildfires in multiple parts of Los Angeles in California – the most populous state of the United States.",0.8325,-0.3277,-0.3951,-0.1,-0.1,-0.8,-0.88,0.0,0.0,0.0,0.0,0.4157612338192335,0.46621149741874873
art_214,gpt-4o,1.9287084013657856,1.87823972997369,Al Jazeera,environment,concern,0.050468671392095654,-2.69,0.9945,True,1408,1365,-3.1,0.8297,0.8211,0.8257,environment,environment,True,"At least 10 people have been killed and some 10,000 homes and other buildings have been burned in wildfires that have ravaged multiple parts of Los Angeles in California.","California’s wildfires – and why have they spread so quickly – prompting the evacuation of about 180,000 people. The first fire started in the Pacific Palisades neighborhood of Los Angeles on Tuesday.",0.2383,-0.3277,-0.3389,-0.1,-0.1,-0.8,-0.88,0.0,-1.0,0.0,1.0,0.4157612338192335,0.42944196914552785
art_214,gpt-5-5,2.586948737164155,1.87823972997369,Al Jazeera,environment,concern,0.7087090071904651,-37.73,0.9987,True,1408,1416,0.6,0.9675,0.9684,0.968,environment,environment,True,"At least 10 people have been killed and some 10,000 homes and other buildings have been burned in wildfires that have ravaged multiple parts of Los Angeles in California.","At least 10 people have been killed and some 10,000 homes and other buildings have been burned in wildfires that have affected multiple parts of Los Angeles in California – the most populous state of the United States",0.8288,-0.3277,-0.4791,-0.1,-0.1,-0.8,-0.78,0.0,0.0,0.0,0.0,0.4157612338192335,0.4651612374903884
art_215,gemini-2.5-pro,0.8569503892062489,1.0481334003474774,Reuters,environment,concern,-0.1911830111412285,18.24,0.9492,True,676,672,-0.6,0.7753,0.7358,0.7559,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","Los Angeles has been ravaged by wildfires since the early 1990s, according to a report from the U.S. National Weather Service.",0.1502,-0.1124,-0.0485,-0.1,-0.1,-0.8,-0.77,1.0,0.0,1.0,0.0,0.16915624418271222,0.2531776176491463
art_215,gpt-4o,0.7037824809943087,1.0481334003474774,Reuters,environment,concern,-0.34435091935316864,32.85,0.8574,True,676,561,-17.0,0.5052,0.4428,0.4747,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","California, wildfires are now considered a year-round risk. The state has experienced larger fires in recent years, with more land burned due to drying conditions and changing weather patterns.",0.235,-0.1124,-0.0577,-0.1,-0.1,-0.8,-0.6,1.0,0.0,1.0,0.0,0.16915624418271222,0.2471461464445047
art_215,gpt-5-5,0.9594546461473075,1.0481334003474774,Reuters,environment,concern,-0.08867875420016991,8.46,0.9321,True,676,693,2.5,0.8022,0.7981,0.8005,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","The California wildfires are the latest in weather extremes associated with climate change that are likely to increase further as global temperatures continue to climb. Starting well outside of the traditional wildfire season, the California blazes were spreading quickly on Wednesday.",0.1479,-0.1124,-0.083,-0.1,-0.1,-0.8,-0.79,1.0,0.0,1.0,0.0,0.16915624418271222,0.2676204350257662
art_218,gemini-2.5-pro,2.376945115616693,2.0651865484312246,Fox News,environment,skeptical,0.31175856718546857,-15.1,0.9829,True,702,701,-0.1,0.8972,0.8834,0.8905,political conflict,political conflict,True,"""Climate change is real, not 'a hoax.' Donald Trump must treat this like the existential crisis it is,"" Sanders declared in a post on X.","""Climate change is real, not 'a hoax.' Donald Trump must treat this like the existential crisis it is,"" Sanders wrote in a post.",0.9232,-0.3852,-0.4337,-0.3,-0.3,-0.48,-0.44,0.5,0.75,0.5,0.75,0.27944645610808133,0.3321292922394042
art_218,gpt-4o,0.15727761406683546,2.0651865484312246,Fox News,environment,skeptical,-1.9079089343643891,92.38,0.8815,True,702,523,-25.5,0.5006,0.4303,0.4661,political conflict,political conflict,True,"""Climate change is real, not 'a hoax.' Donald Trump must treat this like the existential crisis it is,"" Sanders declared in a post on X.","California Gov. Gavin Newsom should resign, because people are literally fleeing, and it's ashes, and Gavin Newscum should resign.",0.0621,-0.3852,-0.0743,-0.3,-0.3,-0.48,-0.69,0.5,0.75,0.5,0.75,0.27944645610808133,0.28483439231142665
art_218,gpt-5-5,1.5633592670462195,2.0651865484312246,Fox News,environment,skeptical,-0.5018272813850051,24.3,0.9797,True,702,697,-0.7,0.7684,0.7228,0.7459,political conflict,political conflict,True,"""Climate change is real, not 'a hoax.' Donald Trump must treat this like the existential crisis it is,"" Sanders declared in a post on X.","Sen. Bernie Sanders, I-Vt., is facing criticism for comments linking the fires to climate change. He said that ""Climate change is real"" and that President-elect Trump must address the ""existential crisis.""",0.3034,-0.3852,-0.2759,-0.3,-0.3,-0.48,-0.47,0.5,0.7778,0.5,0.7778,0.27944645610808133,0.27907406081591657
art_219,gemini-2.5-pro,1.052414733756605,1.1522221189645554,Global Times,environment,neutral,-0.0998073852079504,8.66,0.9552,True,676,604,-10.7,0.6216,0.6128,0.6178,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses, and other buildings have been damaged or destroyed and at least five people are dead in wildfires across Los Angeles County, according to the Los Angeles Times.",0.7942,-0.2602,-0.1625,-0.4,-0.2,-0.61,-0.5,0.3333,1.0,0.3333,1.0,0.30709391002149594,0.27469569929735455
art_219,gpt-4o,1.116184510029179,1.1522221189645554,Global Times,environment,neutral,-0.03603760893537644,3.13,0.9868,True,676,627,-7.2,0.7662,0.7605,0.7637,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses, and other buildings have been damaged or destroyed, and at least five people have died in wildfires affecting communities across Los Angeles County.",0.741,-0.2602,-0.1684,-0.4,-0.2,-0.61,-0.48,0.3333,1.0,0.3333,1.0,0.30709391002149594,0.27460694374325917
art_219,gpt-5-5,1.3472465940916698,1.1522221189645554,Global Times,environment,neutral,0.1950244751271144,-16.93,0.9832,True,676,679,0.4,0.9061,0.9034,0.9049,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires affecting communities across Los Angeles County, making this one of the most destructive fire events to hit the region in memory, according to the Los Angeles Times.",0.9616,-0.2602,-0.2386,-0.4,-0.3,-0.61,-0.49,0.3333,1.0,0.3333,1.0,0.30709391002149594,0.28576584039020403
art_222,gemini-2.5-pro,1.059730022537275,1.522364972373512,The Guardian,environment,concern,-0.462634949836237,30.39,0.9556,True,909,832,-8.5,0.7246,0.7053,0.7154,environment,environment,True,"The Palisades and Eaton fires are a watershed moment, not just for residents of LA, but emblematic of a new era of complex, compound climate disaster.","The Palisades and Eaton fires have each burned more than 10,000 acres and remain uncontained. The Palisades fire now ranks as the most destructive in Los Angeles history with hundreds of homes and other structures destroyed and damage extensive enough that it has strained municipal water supplies.",0.2033,0.2061,0.0288,-0.1,-0.1,-0.87,-0.87,0.8182,0.0,0.8182,0.0,0.37558741477448904,0.3378934220792283
art_222,gpt-4o,1.2180435642085,1.522364972373512,The Guardian,environment,concern,-0.3043214081650121,19.99,0.8949,True,909,550,-39.5,0.3465,0.3285,0.3386,environment,environment,True,"The Palisades and Eaton fires are a watershed moment, not just for residents of LA, but emblematic of a new era of complex, compound climate disaster.","The Palisades and Eaton fires are now the most destructive in Los Angeles history, with hundreds of homes and structures destroyed, and municipal water supplies depleted.",0.3654,0.2061,-0.1679,-0.1,-0.1,-0.87,-0.79,0.8182,0.5,0.8182,0.5,0.37558741477448904,0.3959299502607004
art_222,gpt-5-5,0.9675483263624715,1.522364972373512,The Guardian,environment,concern,-0.5548166460110405,36.44,0.9813,True,909,908,-0.1,0.8725,0.8884,0.8806,environment,environment,True,"The Palisades and Eaton fires are a watershed moment, not just for residents of LA, but emblematic of a new era of complex, compound climate disaster.","The Palisades and Eaton fires in Los Angeles have each burned more than 10,000 acres and remain completely uncontained. The Palisades fire now ranks as the most destructive in Los Angeles history with hundreds of homes and other structures destroyed and damage so extensive that it exhausted municipal water supplies.",0.2017,0.2061,0.0033,-0.1,-0.1,-0.87,-0.84,0.8182,0.7143,0.8182,0.7143,0.37558741477448904,0.29936386385038066
art_223,gemini-2.5-pro,0.6001466326746486,1.5423945981143226,Le Monde,environment,concern,-0.9422479654396739,61.09,0.7535,False,1285,932,-27.5,0.3615,0.319,0.3412,environment,environment,True,"Los Angeles is surrounded by fire. The film capital's legendary landmarks are engulfed in flames that firefighters can no longer control. By the morning of Thursday, January 9, the four or five fires in progress in the county – counting has become difficult – had claimed five lives, caused the evacuation of more than 130,000 people and destroying more than 1,900 buildings, some of them part of the city's iconic heritage.","Los Angeles County officials say four or five fires in the county have resulted in five deaths, the evacuation of more than 130,000 people, and the destruction of more than 1,900 buildings.",0.488,-0.3004,-0.0721,-0.2,-0.2,-0.65,-0.82,1.0,1.0,1.0,1.0,0.26199802521164156,0.24606273576750237
art_223,gpt-4o,1.667489071933233,1.5423945981143226,Le Monde,environment,concern,0.12509447381891037,-8.11,0.7803,False,1285,430,-66.5,0.2204,0.1741,0.1984,environment,political conflict,False,"Los Angeles is surrounded by fire. The film capital's legendary landmarks are engulfed in flames that firefighters can no longer control. By the morning of Thursday, January 9, the four or five fires in progress in the county – counting has become difficult – had claimed five lives, caused the evacuation of more than 130,000 people and destroying more than 1,900 buildings, some of them part of the city's iconic heritage.","Los Angeles is currently surrounded by fire. By the morning of Thursday, January 9, several fires in the county had resulted in five fatalities, the evacuation of more than 130,000 people, and the destruction of over 1,900 buildings, including some of the city's notable sites.",0.6013,-0.3004,-0.3522,-0.2,-0.2,-0.65,-0.82,1.0,1.0,1.0,1.0,0.26199802521164156,0.2907800205572659
art_223,gpt-5-5,1.269240640053289,1.5423945981143226,Le Monde,environment,concern,-0.2731539580610336,17.71,0.9734,True,1285,1271,-1.1,0.8073,0.7894,0.7987,environment,environment,True,"Los Angeles is surrounded by fire. The film capital's legendary landmarks are engulfed in flames that firefighters can no longer control. By the morning of Thursday, January 9, the four or five fires in progress in the county – counting has become difficult – had claimed five lives, caused the evacuation of more than 130,000 people and destroying more than 1,900 buildings, some of them part of the city's iconic heritage.","By the morning of Thursday, the four or five fires in progress in the county – counts varied – had claimed five lives, caused the evacuation of more than 130,000 people and destroyed more than 1,900 buildings, some of them part of the city's well-known heritage.",0.6255,-0.3004,-0.261,-0.2,-0.2,-0.65,-0.75,1.0,1.0,1.0,1.0,0.26199802521164156,0.27573079001889367
art_224,gemini-2.5-pro,1.8230047660031194,2.9079373801355404,News24,environment,neutral,-1.084932614132421,37.31,0.9611,True,658,608,-7.6,0.6403,0.6259,0.6337,environment,environment,True,Thousands of people have been evacuated from their homes in Los Angeles as wildfires continue to ravage the Pacific Coast Highway and the majority of the Pacific Palisades.,"Paris Hilton, Billy Crystal, Eugene Levy, Anna Faris, Anthony Hopkins, Spencer Pratt and Heidi Montag, Diane Warren, James Woods, and Melissa Rivers are among the celebrities who have lost their homes.",-0.1301,-0.6588,-0.3889,-0.3,-0.2,-0.83,-0.86,1.0,1.0,1.0,1.0,0.4066422148360483,0.3270789051840978
