article_id,api,entity_text,entity_type,confidence,entity_sentiment_score,entity_salience,neutralisation_model
art_058,Google,executive order,OTHER,,0.0,0.0075,gemini-2.5-pro
art_058,Google,holder,PERSON,,0.0,0.0071,gemini-2.5-pro
art_058,Google,provision,OTHER,,0.0,0.0068,gemini-2.5-pro
art_058,Google,court,ORGANIZATION,,0.0,0.0068,gemini-2.5-pro
art_058,Google,agencies,ORGANIZATION,,0.0,0.0068,gemini-2.5-pro
art_058,Google,appeal,OTHER,,0.0,0.0066,gemini-2.5-pro
art_058,Google,policy,OTHER,,0.0,0.0063,gemini-2.5-pro
art_058,Google,green card,OTHER,,0.0,0.0061,gemini-2.5-pro
art_058,Google,resident,PERSON,,0.0,0.0061,gemini-2.5-pro
art_058,Google,interpretation,OTHER,,0.0,0.006,gemini-2.5-pro
art_058,Google,law,OTHER,,0.0,0.0055,gemini-2.5-pro
art_058,Google,birthright citizenship rights,OTHER,,0.0,0.0055,gemini-2.5-pro
art_058,Google,class-action lawsuit,OTHER,,0.0,0.0055,gemini-2.5-pro
art_058,Google,parents,PERSON,,0.0,0.0053,gemini-2.5-pro
art_058,Google,immigration policies,OTHER,,-0.1,0.0052,gemini-2.5-pro
art_058,Google,term,EVENT,,0.0,0.0052,gemini-2.5-pro
art_058,Google,order,OTHER,,0.0,0.0052,gemini-2.5-pro
art_058,Google,arguments,OTHER,,0.0,0.0047,gemini-2.5-pro
art_058,Google,office,OTHER,,0.0,0.0041,gemini-2.5-pro
art_058,Google,one,PERSON,,0.0,0.0041,gemini-2.5-pro
art_058,Google,initiatives,OTHER,,0.0,0.0041,gemini-2.5-pro
art_058,Google,immigration,EVENT,,-0.1,0.0036,gemini-2.5-pro
art_058,Google,terms,OTHER,,-0.1,0.0036,gemini-2.5-pro
art_058,Google,president,PERSON,,0.0,0.0036,gemini-2.5-pro
art_058,Google,Justice Department,ORGANIZATION,,0.0,0.0035,gemini-2.5-pro
art_058,Google,ruling,OTHER,,0.0,0.0034,gemini-2.5-pro
art_058,Google,US Constitution,WORK_OF_ART,,0.0,0.0033,gemini-2.5-pro
art_058,Google,14th Amendment,WORK_OF_ART,,0.0,0.0033,gemini-2.5-pro
art_058,Google,debate,OTHER,,0.0,0.0029,gemini-2.5-pro
art_058,Google,both,EVENT,,0.0,0.0029,gemini-2.5-pro
art_058,Google,critics,PERSON,,-0.1,0.0029,gemini-2.5-pro
art_058,Google,discrimination,OTHER,,-0.1,0.0029,gemini-2.5-pro
art_058,Google,approach,OTHER,,-0.1,0.0029,gemini-2.5-pro
art_058,Google,citizenship,OTHER,,0.0,0.0027,gemini-2.5-pro
art_058,Google,Republican,ORGANIZATION,,0.0,0.0025,gemini-2.5-pro
art_058,Google,subject,OTHER,,-0.1,0.0024,gemini-2.5-pro
art_058,Google,directive,OTHER,,0.0,0.0023,gemini-2.5-pro
art_058,Google,term,EVENT,,0.0,0.0023,gemini-2.5-pro
art_058,Google,arguments,OTHER,,-0.1,0.0021,gemini-2.5-pro
art_058,Azure,US Supreme Court,Organization,0.92,,,gemini-2.5-pro
art_058,Azure,Trump,Person,0.98,,,gemini-2.5-pro
art_058,Azure,Trump administration,Organization,0.78,,,gemini-2.5-pro
art_058,Azure,immigrants,PersonType,0.98,,,gemini-2.5-pro
art_058,Azure,US Supreme Court,Organization,0.94,,,gemini-2.5-pro
art_058,Azure,Friday,DateTime,1.0,,,gemini-2.5-pro
art_058,Azure,US,Location,0.72,,,gemini-2.5-pro
art_058,Azure,Donald Trump,Person,0.99,,,gemini-2.5-pro
art_058,Azure,United States,Location,0.97,,,gemini-2.5-pro
art_058,Azure,justices,PersonType,0.96,,,gemini-2.5-pro
art_058,Azure,Justice Department,Organization,0.99,,,gemini-2.5-pro
art_058,Azure,Trump,Person,1.0,,,gemini-2.5-pro
art_058,Azure,US,Location,0.86,,,gemini-2.5-pro
art_058,Azure,US,Location,1.0,,,gemini-2.5-pro
art_058,Azure,parent,PersonType,0.89,,,gemini-2.5-pro
art_058,Azure,American citizen,PersonType,0.8,,,gemini-2.5-pro
art_058,Azure,permanent resident,PersonType,0.57,,,gemini-2.5-pro
art_058,Azure,holder,PersonType,0.61,,,gemini-2.5-pro
art_058,Azure,Trump,Person,1.0,,,gemini-2.5-pro
art_058,Azure,US,Location,0.77,,,gemini-2.5-pro
art_058,Azure,14th,Quantity,0.94,,,gemini-2.5-pro
art_058,Azure,ruling,Event,0.55,,,gemini-2.5-pro
art_058,Azure,class-action lawsuit,Event,0.62,,,gemini-2.5-pro
art_058,Azure,parents,PersonType,0.99,,,gemini-2.5-pro
art_058,Azure,justices,PersonType,0.96,,,gemini-2.5-pro
art_058,Azure,by the end of June,DateTime,0.98,,,gemini-2.5-pro
art_058,Azure,Republican,PersonType,0.85,,,gemini-2.5-pro
art_058,Azure,president,PersonType,0.66,,,gemini-2.5-pro
art_058,Azure,January 20,DateTime,1.0,,,gemini-2.5-pro
art_058,Azure,first,Quantity,0.99,,,gemini-2.5-pro
art_058,Azure,second,Quantity,1.0,,,gemini-2.5-pro
art_058,Azure,one,Quantity,0.8,,,gemini-2.5-pro
art_058,Azure,Trump,Person,1.0,,,gemini-2.5-pro
art_058,Azure,immigration,Skill,0.8,,,gemini-2.5-pro
art_058,Azure,president,PersonType,0.99,,,gemini-2.5-pro
art_058,Azure,critics,PersonType,0.91,,,gemini-2.5-pro
art_178,AWS,several days,QUANTITY,0.629,,,gpt-4o
art_178,AWS,President Trump,PERSON,0.8384,,,gpt-4o
art_178,AWS,Thursday,DATE,0.9985,,,gpt-4o
art_178,AWS,Paris climate agreement,TITLE,0.9796,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9996,,,gpt-4o
art_178,AWS,Paris accord,TITLE,0.967,,,gpt-4o
art_178,AWS,United States,LOCATION,0.925,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9994,,,gpt-4o
art_178,AWS,Republican,ORGANIZATION,0.8614,,,gpt-4o
art_178,AWS,U.S.,ORGANIZATION,0.7092,,,gpt-4o
art_178,AWS,many other countries,QUANTITY,0.6765,,,gpt-4o
art_178,AWS,some world leaders,QUANTITY,0.7628,,,gpt-4o
art_178,AWS,United States,LOCATION,0.6842,,,gpt-4o
art_178,AWS,Syria,ORGANIZATION,0.6545,,,gpt-4o
art_178,AWS,Nicaragua,ORGANIZATION,0.5586,,,gpt-4o
art_178,AWS,Paris agreement,TITLE,0.9841,,,gpt-4o
art_178,AWS,Paris accord,TITLE,0.9674,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9996,,,gpt-4o
art_178,AWS,Paris Climate Agreement,TITLE,0.9918,,,gpt-4o
art_178,AWS,nearly 200 nations,QUANTITY,0.9462,,,gpt-4o
art_178,AWS,U.S.,LOCATION,0.5447,,,gpt-4o
art_178,AWS,second-largest emitter of,QUANTITY,0.8453,,,gpt-4o
art_178,AWS,nearly 30 percent,QUANTITY,0.977,,,gpt-4o
art_178,AWS,2025,DATE,0.9917,,,gpt-4o
art_178,AWS,Former,PERSON,0.6529,,,gpt-4o
art_178,AWS,President,PERSON,0.9929,,,gpt-4o
art_178,AWS,Barack Obama,PERSON,0.815,,,gpt-4o
art_178,AWS,Paris Accord,TITLE,0.9914,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9996,,,gpt-4o
art_178,AWS,Obama,PERSON,0.9996,,,gpt-4o
art_178,AWS,American,OTHER,0.8896,,,gpt-4o
art_178,AWS,one planet,QUANTITY,0.8112,,,gpt-4o
art_178,AWS,Vermont,ORGANIZATION,0.5107,,,gpt-4o
art_178,AWS,Sen.,PERSON,0.8341,,,gpt-4o
art_178,AWS,Bernie Sanders,PERSON,0.9219,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9988,,,gpt-4o
art_178,AWS,American,OTHER,0.949,,,gpt-4o
art_178,AWS,Vice President,PERSON,0.9885,,,gpt-4o
art_178,AWS,Al Gore,PERSON,0.8931,,,gpt-4o
art_178,AWS,Republican National Committee,ORGANIZATION,0.9721,,,gpt-4o
art_178,AWS,Chairwoman,PERSON,0.8701,,,gpt-4o
art_178,AWS,Ronna McDaniel,PERSON,0.9847,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9989,,,gpt-4o
art_178,AWS,American,OTHER,0.8992,,,gpt-4o
art_178,AWS,first,QUANTITY,0.722,,,gpt-4o
art_178,AWS,U.S.,LOCATION,0.5228,,,gpt-4o
art_178,AWS,millions of jobs,QUANTITY,0.991,,,gpt-4o
art_178,AWS,trillions,QUANTITY,0.9277,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9995,,,gpt-4o
art_178,AWS,Twitter,ORGANIZATION,0.7909,,,gpt-4o
art_178,AWS,American,OTHER,0.9555,,,gpt-4o
art_178,AWS,U.S.,ORGANIZATION,0.8919,,,gpt-4o
art_178,AWS,Berlin,LOCATION,0.997,,,gpt-4o
art_178,AWS,Chinese,OTHER,0.9559,,,gpt-4o
art_178,AWS,Premier,PERSON,0.6089,,,gpt-4o
art_178,AWS,Li Keqiang,PERSON,0.9739,,,gpt-4o
art_178,AWS,ramifications,QUANTITY,0.5369,,,gpt-4o
art_178,AWS,America,ORGANIZATION,0.9729,,,gpt-4o
art_178,AWS,Miguel Canete,PERSON,0.9996,,,gpt-4o
art_178,AWS,European Union,ORGANIZATION,0.9975,,,gpt-4o
art_178,AWS,Paris accord,TITLE,0.835,,,gpt-4o
art_178,AWS,EU,ORGANIZATION,0.9955,,,gpt-4o
art_178,AWS,U.S.,ORGANIZATION,0.7915,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9995,,,gpt-4o
art_178,AWS,White,LOCATION,0.5148,,,gpt-4o
art_178,AWS,House,ORGANIZATION,0.5122,,,gpt-4o
art_178,AWS,Rose Garden,LOCATION,0.6202,,,gpt-4o
art_178,AWS,2016,DATE,0.7096,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9991,,,gpt-4o
art_178,AWS,Paris,TITLE,0.7361,,,gpt-4o
art_178,AWS,first major policy,QUANTITY,0.8264,,,gpt-4o
art_178,AWS,March 2016,DATE,0.9993,,,gpt-4o
art_178,AWS,United Nations,ORGANIZATION,0.9705,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9995,,,gpt-4o
art_178,AWS,Paris Climate Agreement,TITLE,0.995,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9989,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9908,,,gpt-4o
art_178,AWS,Steve Bannon,PERSON,0.9995,,,gpt-4o
art_178,AWS,EPA,ORGANIZATION,0.9962,,,gpt-4o
art_178,AWS,Administrator,PERSON,0.6119,,,gpt-4o
art_178,AWS,Scott Pruitt,PERSON,0.9922,,,gpt-4o
art_178,AWS,Both,QUANTITY,0.9671,,,gpt-4o
art_178,AWS,Thursday,DATE,0.9987,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9991,,,gpt-4o
art_178,AWS,Ivanka,PERSON,0.9995,,,gpt-4o
art_178,AWS,U.S.,ORGANIZATION,0.7029,,,gpt-4o
art_178,AWS,Apple,ORGANIZATION,0.9979,,,gpt-4o
art_178,AWS,Tim Cook,PERSON,0.9945,,,gpt-4o
art_178,AWS,Tesla,ORGANIZATION,0.9972,,,gpt-4o
art_178,AWS,Elon Musk,PERSON,0.998,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9993,,,gpt-4o
art_178,AWS,Democratic,ORGANIZATION,0.9167,,,gpt-4o
art_178,AWS,Tom Steyer,PERSON,0.9994,,,gpt-4o
art_178,AWS,Americans,PERSON,0.8188,,,gpt-4o
art_178,AWS,Trump,PERSON,0.9992,,,gpt-4o
art_178,AWS,Associated Press,ORGANIZATION,0.9791,,,gpt-4o
art_178,Google,Trump,OTHER,,0.0,0.2811,gpt-4o
art_178,Google,Barack Obama,PERSON,,0.0,0.0876,gpt-4o
art_178,Google,Paris,LOCATION,,-0.1,0.0432,gpt-4o
art_178,Google,accord,OTHER,,-0.2,0.0369,gpt-4o
art_178,Google,Paris Climate Agreement,WORK_OF_ART,,0.0,0.0352,gpt-4o
art_178,Google,climate agreement,WORK_OF_ART,,0.0,0.0237,gpt-4o
art_178,Google,accord,OTHER,,-0.2,0.0224,gpt-4o
art_178,Google,administration,ORGANIZATION,,0.0,0.019,gpt-4o
art_178,Google,agreement,OTHER,,-0.2,0.0187,gpt-4o
art_178,Google,position,OTHER,,0.0,0.0185,gpt-4o
art_178,Google,climate,OTHER,,0.1,0.0132,gpt-4o
art_178,Google,leadership,OTHER,,0.0,0.0124,gpt-4o
art_178,Google,decision,OTHER,,-0.4,0.0122,gpt-4o
art_178,Google,United States,LOCATION,,0.0,0.012,gpt-4o
art_178,Google,world leaders,PERSON,,0.0,0.0108,gpt-4o
art_178,Google,deal,OTHER,,0.0,0.0098,gpt-4o
art_178,Google,Bernie Sanders,PERSON,,-0.2,0.0097,gpt-4o
art_178,Google,decision,OTHER,,-0.4,0.0094,gpt-4o
art_178,Google,nations,ORGANIZATION,,0.0,0.0093,gpt-4o
art_178,Google,criticism,OTHER,,0.0,0.0091,gpt-4o
art_178,Google,community,OTHER,,0.0,0.0091,gpt-4o
art_178,Google,Miguel Canete,PERSON,,0.0,0.0085,gpt-4o
art_178,Google,decision,OTHER,,0.0,0.0084,gpt-4o
art_178,Google,campaign promise,OTHER,,0.1,0.0083,gpt-4o
art_178,Google,members,PERSON,,0.0,0.0083,gpt-4o
art_178,Google,Ronna McDaniel,PERSON,,0.0,0.0074,gpt-4o
art_178,Google,level,OTHER,,-0.2,0.0073,gpt-4o
art_178,Google,opposition,ORGANIZATION,,0.0,0.0073,gpt-4o
art_178,Google,countries,LOCATION,,0.0,0.0073,gpt-4o
art_178,Google,nations,LOCATION,,0.0,0.0073,gpt-4o
art_178,Google,accord,OTHER,,0.0,0.007,gpt-4o
art_178,Google,agreement,OTHER,,0.0,0.0047,gpt-4o
art_178,Google,Republican,ORGANIZATION,,0.0,0.0043,gpt-4o
art_178,Google,Al Gore,PERSON,,-0.4,0.0042,gpt-4o
art_178,Google,climate change,OTHER,,0.0,0.0039,gpt-4o
art_178,Google,economy,OTHER,,-0.1,0.0037,gpt-4o
art_178,Google,economy,OTHER,,-0.2,0.0037,gpt-4o
art_178,Google,Li Keqiang,PERSON,,0.0,0.0035,gpt-4o
art_178,Google,world,LOCATION,,0.0,0.0034,gpt-4o
art_178,Google,jobs,OTHER,,-0.1,0.0031,gpt-4o
art_178,Google,Critics,PERSON,,-0.2,0.0031,gpt-4o
art_178,Google,greenhouse gas emissions,OTHER,,0.0,0.0031,gpt-4o
art_178,Google,decision,OTHER,,0.0,0.0031,gpt-4o
art_178,Google,decision,OTHER,,-0.4,0.0031,gpt-4o
art_178,Google,Steve Bannon,PERSON,,0.0,0.0029,gpt-4o
art_178,Google,announcement,EVENT,,0.5,0.0028,gpt-4o
art_178,Google,president,PERSON,,0.0,0.0028,gpt-4o
art_178,Google,president,PERSON,,0.3,0.0028,gpt-4o
art_178,Google,climate change,OTHER,,0.0,0.0028,gpt-4o
art_178,Google,disadvantage,OTHER,,-0.2,0.0027,gpt-4o
art_178,Google,emitter,PERSON,,0.0,0.0027,gpt-4o
art_178,Google,carbon,OTHER,,0.0,0.0027,gpt-4o
art_178,Google,Apple,ORGANIZATION,,0.0,0.0027,gpt-4o
art_178,Google,decision,OTHER,,-0.6,0.0027,gpt-4o
art_178,Google,leader,PERSON,,0.0,0.0025,gpt-4o
art_178,Google,deals,OTHER,,0.0,0.0025,gpt-4o
art_178,Google,businesses,ORGANIZATION,,0.0,0.0025,gpt-4o
art_178,Google,states,LOCATION,,0.0,0.0025,gpt-4o
art_178,Google,consensus,OTHER,,0.0,0.0023,gpt-4o
art_178,Google,economy,OTHER,,-0.1,0.0023,gpt-4o
art_178,Google,Administration,ORGANIZATION,,0.0,0.0022,gpt-4o
art_178,Google,consequences,OTHER,,-0.1,0.0022,gpt-4o
art_178,Google,decision,OTHER,,0.0,0.0021,gpt-4o
art_178,Google,announcement,EVENT,,0.5,0.0021,gpt-4o
art_178,Google,allies,ORGANIZATION,,0.0,0.0021,gpt-4o
art_178,Google,speech,EVENT,,0.0,0.0021,gpt-4o
art_178,Google,campaign promise,OTHER,,0.1,0.0021,gpt-4o
art_178,Google,fossil fuel emissions,OTHER,,0.0,0.0021,gpt-4o
art_178,Google,generations,PERSON,,0.0,0.0021,gpt-4o
art_178,Google,Scott Pruitt,PERSON,,0.0,0.002,gpt-4o
art_178,Google,Ivanka,PERSON,,0.0,0.002,gpt-4o
art_178,Google,Tom Steyer,PERSON,,-0.5,0.002,gpt-4o
art_178,Google,jobs,OTHER,,-0.1,0.0019,gpt-4o
art_178,Google,pact,OTHER,,0.0,0.0019,gpt-4o
art_178,Google,authority,OTHER,,0.0,0.0019,gpt-4o
art_178,Google,abdication,OTHER,,-0.4,0.0019,gpt-4o
art_178,Google,disgrace,OTHER,,-0.3,0.0019,gpt-4o
art_178,Google,action,OTHER,,-0.4,0.0019,gpt-4o
art_178,Google,workers,PERSON,,0.1,0.0019,gpt-4o
art_178,Google,taxpayers,PERSON,,0.0,0.0018,gpt-4o
art_178,Google,expense,OTHER,,0.0,0.0018,gpt-4o
art_178,Google,message,OTHER,,0.0,0.0018,gpt-4o
art_178,Google,vote,OTHER,,0.0,0.0018,gpt-4o
art_178,Google,cities,LOCATION,,0.0,0.0018,gpt-4o
art_178,Google,absence,OTHER,,0.0,0.0018,gpt-4o
art_178,Google,climate change,OTHER,,0.0,0.0018,gpt-4o
art_178,Google,climate rules,OTHER,,0.0,0.0017,gpt-4o
art_178,Google,climate deal,EVENT,,0.0,0.0017,gpt-4o
art_178,Google,millions,PERSON,,0.3,0.0017,gpt-4o
art_178,Google,output,OTHER,,0.2,0.0017,gpt-4o
art_178,Google,loss,OTHER,,0.3,0.0017,gpt-4o
art_178,Google,trillions,OTHER,,0.2,0.0017,gpt-4o
art_178,Google,reactions,OTHER,,0.0,0.0017,gpt-4o
art_178,Google,responsibility,OTHER,,0.0,0.0017,gpt-4o
art_178,Google,role,OTHER,,0.0,0.0017,gpt-4o
art_178,Google,supporters,PERSON,,-0.1,0.0017,gpt-4o
art_178,Google,ramifications,OTHER,,0.0,0.0017,gpt-4o
art_178,Google,Syria,LOCATION,,0.1,0.0016,gpt-4o
art_178,Google,Nicaragua,LOCATION,,0.0,0.0016,gpt-4o
art_178,Google,policy speech,EVENT,,0.0,0.0016,gpt-4o
art_178,Google,speech,OTHER,,0.0,0.0016,gpt-4o
art_178,Google,handful,OTHER,,0.0,0.0015,gpt-4o
art_178,Google,funding,OTHER,,0.0,0.0015,gpt-4o
art_178,Google,decision,OTHER,,-0.1,0.0015,gpt-4o
art_178,Google,members,PERSON,,-0.1,0.0014,gpt-4o
art_178,Google,planet,LOCATION,,0.0,0.0014,gpt-4o
art_178,Google,way,OTHER,,0.0,0.0014,gpt-4o
art_178,Google,Republican National Committee,ORGANIZATION,,0.0,0.0014,gpt-4o
art_178,Google,business leaders,PERSON,,0.0,0.0013,gpt-4o
art_178,Google,candidate,PERSON,,0.0,0.0013,gpt-4o
art_178,Google,energy,OTHER,,0.0,0.0013,gpt-4o
art_178,Google,programs,OTHER,,0.0,0.0013,gpt-4o
art_178,Google,skepticism,OTHER,,-0.1,0.0013,gpt-4o
art_178,Google,human contributions,OTHER,,0.0,0.0013,gpt-4o
art_178,Google,inner circle,LOCATION,,0.0,0.0013,gpt-4o
art_178,Google,lawmakers,PERSON,,0.0,0.0013,gpt-4o
art_178,Google,deal,OTHER,,0.0,0.0012,gpt-4o
art_178,Google,Associated Press,ORGANIZATION,,0.0,0.0011,gpt-4o
art_178,Google,allies,ORGANIZATION,,0.0,0.0011,gpt-4o
art_178,Google,Vermont,LOCATION,,-0.4,0.0011,gpt-4o
art_178,Google,United Nations,ORGANIZATION,,0.0,0.001,gpt-4o
art_178,Google,Twitter,OTHER,,0.0,0.001,gpt-4o
art_178,Google,Chinese,LOCATION,,0.0,0.001,gpt-4o
art_178,Google,Berlin,LOCATION,,0.0,0.001,gpt-4o
art_178,Google,decision,OTHER,,0.0,0.0009,gpt-4o
art_178,Google,Both,PERSON,,0.4,0.0009,gpt-4o
art_178,Google,effects,OTHER,,-0.6,0.0009,gpt-4o
art_178,Google,report,WORK_OF_ART,,0.0,0.0009,gpt-4o
art_178,Google,climate change,OTHER,,0.0,0.0009,gpt-4o
art_178,Google,accord,OTHER,,0.0,0.0009,gpt-4o
art_178,Google,climate agreement,OTHER,,0.0,0.0009,gpt-4o
art_178,Google,Generations of Americans,OTHER,,0.0,0.0008,gpt-4o
art_178,Google,businesses,ORGANIZATION,,0.0,0.0007,gpt-4o
art_178,Google,island states,LOCATION,,0.0,0.0007,gpt-4o
art_178,Google,economies,OTHER,,0.0,0.0007,gpt-4o
art_178,Google,community,OTHER,,0.0,0.0007,gpt-4o
art_178,Google,world,LOCATION,,0.0,0.0007,gpt-4o
art_178,Google,alliances,OTHER,,0.0,0.0007,gpt-4o
art_178,Google,Business leaders,PERSON,,0.0,0.0006,gpt-4o
art_178,Google,individuals,PERSON,,0.0,0.0006,gpt-4o
art_178,Google,history,OTHER,,0.0,0.0006,gpt-4o
art_178,Google,side,OTHER,,0.0,0.0006,gpt-4o
art_178,Google,election,EVENT,,0.0,0.0006,gpt-4o
art_178,Google,Elon Musk,PERSON,,0.0,0.0005,gpt-4o
art_178,Google,Tesla,ORGANIZATION,,0.0,0.0005,gpt-4o
art_178,Google,Democratic,ORGANIZATION,,0.0,0.0005,gpt-4o
art_178,Google,European Union,ORGANIZATION,,0.0,0.0004,gpt-4o
art_178,Google,Tim Cook,PERSON,,0.0,0.0003,gpt-4o
art_178,Google,White House Rose Garden,LOCATION,,0.0,0.0003,gpt-4o
art_178,Azure,After several days,DateTime,0.94,,,gpt-4o
art_178,Azure,Trump,Person,0.99,,,gpt-4o
art_178,Azure,Thursday,DateTime,1.0,,,gpt-4o
art_178,Azure,Paris,Location,0.96,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Paris,Location,0.66,,,gpt-4o
art_178,Azure,United States,Location,1.0,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Republican,PersonType,0.69,,,gpt-4o
art_178,Azure,U.S.,Location,1.0,,,gpt-4o
art_178,Azure,world leaders,PersonType,0.61,,,gpt-4o
art_178,Azure,members,PersonType,0.81,,,gpt-4o
art_178,Azure,community,PersonType,0.54,,,gpt-4o
art_178,Azure,United States,Location,1.0,,,gpt-4o
art_178,Azure,Syria,Location,1.0,,,gpt-4o
art_178,Azure,Nicaragua,Location,1.0,,,gpt-4o
art_178,Azure,Critics,PersonType,0.95,,,gpt-4o
art_178,Azure,Paris,Location,0.98,,,gpt-4o
art_178,Azure,supporters,PersonType,0.96,,,gpt-4o
art_178,Azure,Paris,Location,0.61,,,gpt-4o
art_178,Azure,economy,Skill,0.91,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Paris,Location,0.67,,,gpt-4o
art_178,Azure,200,Quantity,0.8,,,gpt-4o
art_178,Azure,U.S.,Location,0.92,,,gpt-4o
art_178,Azure,second,Quantity,0.99,,,gpt-4o
art_178,Azure,30 percent,Quantity,1.0,,,gpt-4o
art_178,Azure,by 2025,DateTime,0.98,,,gpt-4o
art_178,Azure,Barack Obama,Person,1.0,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Obama,Person,1.0,,,gpt-4o
art_178,Azure,American,Location,0.75,,,gpt-4o
art_178,Azure,leadership,Skill,0.65,,,gpt-4o
art_178,Azure,nations,Location,0.54,,,gpt-4o
art_178,Azure,states,Location,0.79,,,gpt-4o
art_178,Azure,cities,Location,0.74,,,gpt-4o
art_178,Azure,planet,Location,0.81,,,gpt-4o
art_178,Azure,Vermont,Location,1.0,,,gpt-4o
art_178,Azure,Sen.,PersonType,0.91,,,gpt-4o
art_178,Azure,Bernie Sanders,Person,0.99,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,American leadership,PersonType,0.65,,,gpt-4o
art_178,Azure,Vice President,PersonType,0.87,,,gpt-4o
art_178,Azure,Al Gore,Person,1.0,,,gpt-4o
art_178,Azure,Republican National Committee,Organization,0.78,,,gpt-4o
art_178,Azure,Chairwoman,PersonType,0.91,,,gpt-4o
art_178,Azure,Ronna McDaniel,Person,1.0,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,campaign,Event,0.62,,,gpt-4o
art_178,Azure,American,PersonType,0.96,,,gpt-4o
art_178,Azure,workers,PersonType,0.53,,,gpt-4o
art_178,Azure,president,PersonType,1.0,,,gpt-4o
art_178,Azure,taxpayers,PersonType,0.99,,,gpt-4o
art_178,Azure,president,PersonType,1.0,,,gpt-4o
art_178,Azure,U.S.,Location,1.0,,,gpt-4o
art_178,Azure,economy,Skill,0.69,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Twitter,Organization,0.84,,,gpt-4o
art_178,Azure,American,PersonType,0.79,,,gpt-4o
art_178,Azure,allies,PersonType,0.52,,,gpt-4o
art_178,Azure,U.S.,Location,0.85,,,gpt-4o
art_178,Azure,speech,Event,0.57,,,gpt-4o
art_178,Azure,Berlin,Location,0.95,,,gpt-4o
art_178,Azure,Chinese,Location,0.97,,,gpt-4o
art_178,Azure,Premier,PersonType,0.5,,,gpt-4o
art_178,Azure,Li Keqiang,Person,1.0,,,gpt-4o
art_178,Azure,may,DateTime,0.74,,,gpt-4o
art_178,Azure,America,Location,1.0,,,gpt-4o
art_178,Azure,Miguel Canete,Person,1.0,,,gpt-4o
art_178,Azure,European Union,Organization,0.86,,,gpt-4o
art_178,Azure,climate change official,PersonType,0.68,,,gpt-4o
art_178,Azure,Paris,Location,0.72,,,gpt-4o
art_178,Azure,accord,Event,0.57,,,gpt-4o
art_178,Azure,EU,Organization,0.75,,,gpt-4o
art_178,Azure,island states,Location,0.63,,,gpt-4o
art_178,Azure,U.S.,Location,0.96,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,White House,Location,0.9,,,gpt-4o
art_178,Azure,Rose Garden,Location,0.76,,,gpt-4o
art_178,Azure,2016 election season,Event,0.74,,,gpt-4o
art_178,Azure,candidate,PersonType,0.98,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Paris,Location,0.96,,,gpt-4o
art_178,Azure,first,Quantity,0.99,,,gpt-4o
art_178,Azure,speech,Event,0.62,,,gpt-4o
art_178,Azure,March 2016.,DateTime,1.0,,,gpt-4o
art_178,Azure,United Nations,Organization,0.99,,,gpt-4o
art_178,Azure,climate change,Event,0.73,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,Paris,Location,0.72,,,gpt-4o
art_178,Azure,lawmakers,PersonType,0.98,,,gpt-4o
art_178,Azure,members,PersonType,0.72,,,gpt-4o
art_178,Azure,Trump,Person,0.99,,,gpt-4o
art_178,Azure,Trump,Person,0.95,,,gpt-4o
art_178,Azure,chief strategist,PersonType,0.69,,,gpt-4o
art_178,Azure,Steve Bannon,Person,1.0,,,gpt-4o
art_178,Azure,EPA,Organization,0.55,,,gpt-4o
art_178,Azure,Scott Pruitt,Person,1.0,,,gpt-4o
art_178,Azure,Thursday,DateTime,1.0,,,gpt-4o
art_178,Azure,announcement,Event,0.74,,,gpt-4o
art_178,Azure,Trump,Person,1.0,,,gpt-4o
art_178,Azure,daughter,PersonType,0.98,,,gpt-4o
art_178,Azure,Ivanka,Person,1.0,,,gpt-4o
art_178,Azure,business leaders,PersonType,0.94,,,gpt-4o
