article_id,api,sentiment_label,score_positive,score_negative,score_neutral,score_mixed,net_sentiment,google_magnitude,pair_id,outlet,topic,frame
art_161,Azure,NEGATIVE,0.01,0.82,0.18,,-0.81,,pol_006,News24,political conflict,people-centric
art_162,AWS,NEUTRAL,0.0023,0.1151,0.8723,0.0104,-0.1128,,pol_006,Straits Times,political conflict,people-centric
art_162,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,15.9,pol_006,Straits Times,political conflict,people-centric
art_162,Azure,MIXED,0.05,0.8,0.16,,-0.75,,pol_006,Straits Times,political conflict,people-centric
art_163,AWS,NEUTRAL,0.0009,0.1402,0.854,0.0049,-0.1393,,pol_006,The Hindu,political conflict,neutral
art_163,Google,NEGATIVE,0.0,0.5,,,-0.5,8.3,pol_006,The Hindu,political conflict,neutral
art_163,Azure,NEGATIVE,0.0,0.92,0.08,,-0.92,,pol_006,The Hindu,political conflict,neutral
art_164,AWS,NEUTRAL,0.0011,0.1797,0.8184,0.0008,-0.1786,,pol_006,Reuters,political conflict,neutral
art_164,Google,VERY_NEGATIVE,0.0,0.6000000238418579,,,-0.6,6.4,pol_006,Reuters,political conflict,neutral
art_164,Azure,NEGATIVE,0.0,0.8,0.2,,-0.8,,pol_006,Reuters,political conflict,neutral
art_165,AWS,NEUTRAL,0.001,0.003,0.9958,0.0002,-0.002,,pol_007,RT News,political conflict,neutral
art_165,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,4.2,pol_007,RT News,political conflict,neutral
art_165,Azure,NEGATIVE,0.0,0.78,0.22,,-0.78,,pol_007,RT News,political conflict,neutral
art_166,AWS,NEUTRAL,0.0046,0.0153,0.9778,0.0023,-0.0107,,pol_007,Al Jazeera,political conflict,neutral
art_166,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,12.3,pol_007,Al Jazeera,political conflict,neutral
art_166,Azure,MIXED,0.07,0.8,0.13,,-0.73,,pol_007,Al Jazeera,political conflict,neutral
art_167,AWS,NEUTRAL,0.0018,0.0343,0.9569,0.0069,-0.0325,,pol_007,CNN,political conflict,state-centric
art_167,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,6.8,pol_007,CNN,political conflict,state-centric
art_167,Azure,NEGATIVE,0.0,0.86,0.14,,-0.86,,pol_007,CNN,political conflict,state-centric
art_168,AWS,NEUTRAL,0.0029,0.0233,0.9712,0.0026,-0.0205,,pol_007,BBC,political conflict,neutral
art_168,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.4,pol_007,BBC,political conflict,neutral
art_168,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_007,BBC,political conflict,neutral
art_169,AWS,NEUTRAL,0.0051,0.0394,0.9272,0.0284,-0.0343,,pol_007,Reuters,political conflict,people-centric
art_169,Google,NEGATIVE,0.0,0.5,,,-0.5,4.7,pol_007,Reuters,political conflict,people-centric
art_169,Azure,NEGATIVE,0.0,0.89,0.11,,-0.89,,pol_007,Reuters,political conflict,people-centric
art_170,AWS,NEUTRAL,0.0152,0.0243,0.9354,0.0251,-0.009,,pol_007,The Guardian,political conflict,people-centric
art_170,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.6,pol_007,The Guardian,political conflict,people-centric
art_170,Azure,NEGATIVE,0.0,0.81,0.19,,-0.81,,pol_007,The Guardian,political conflict,people-centric
art_171,AWS,NEUTRAL,0.0012,0.0081,0.9898,0.001,-0.0069,,pol_007,Xinhua,political conflict,state-centric
art_171,Google,NEUTRAL,0.0,0.0,,,0.0,1.5,pol_007,Xinhua,political conflict,state-centric
art_171,Azure,NEGATIVE,0.0,0.76,0.24,,-0.76,,pol_007,Xinhua,political conflict,state-centric
art_172,AWS,NEUTRAL,0.0043,0.0885,0.8804,0.0268,-0.0842,,pol_007,The Hindu,political conflict,neutral
art_172,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,3.0,pol_007,The Hindu,political conflict,neutral
art_172,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,pol_007,The Hindu,political conflict,neutral
art_173,AWS,NEUTRAL,0.0149,0.0102,0.9078,0.0671,0.0047,,pol_007,News24,political conflict,state-centric
art_173,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,2.2,pol_007,News24,political conflict,state-centric
art_173,Azure,NEGATIVE,0.0,0.77,0.23,,-0.77,,pol_007,News24,political conflict,state-centric
art_174,AWS,NEUTRAL,0.0022,0.0032,0.9937,0.0009,-0.0011,,env_001,RT News,environment,neutral
art_174,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,10.2,env_001,RT News,environment,neutral
art_174,Azure,MIXED,0.13,0.5,0.37,,-0.37,,env_001,RT News,environment,neutral
art_175,AWS,NEUTRAL,0.0029,0.0039,0.9909,0.0024,-0.001,,env_001,Al Jazeera,environment,neutral
art_175,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.7,env_001,Al Jazeera,environment,neutral
art_175,Azure,NEGATIVE,0.03,0.7,0.27,,-0.67,,env_001,Al Jazeera,environment,neutral
art_176,AWS,NEUTRAL,0.0469,0.025,0.8816,0.0466,0.0218,,env_001,CNN,environment,neutral
art_176,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.9,env_001,CNN,environment,neutral
art_176,Azure,MIXED,0.19,0.59,0.23,,-0.4,,env_001,CNN,environment,neutral
art_177,AWS,NEUTRAL,0.0339,0.0117,0.8787,0.0757,0.0222,,env_001,BBC,environment,concern
art_177,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,18.2,env_001,BBC,environment,concern
art_177,Azure,NEGATIVE,0.0,0.77,0.23,,-0.77,,env_001,BBC,environment,concern
art_178,AWS,MIXED,0.0149,0.0883,0.2487,0.648,-0.0734,,env_001,Fox News,environment,skeptical
art_178,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,14.4,env_001,Fox News,environment,skeptical
art_178,Azure,MIXED,0.26,0.46,0.28,,-0.2,,env_001,Fox News,environment,skeptical
art_179,AWS,NEUTRAL,0.0544,0.0758,0.723,0.1467,-0.0214,,env_001,Reuters,environment,concern
art_179,Google,NEGATIVE,0.0,0.5,,,-0.5,5.6,env_001,Reuters,environment,concern
art_179,Azure,NEGATIVE,0.0,0.8,0.19,,-0.8,,env_001,Reuters,environment,concern
art_180,AWS,NEUTRAL,0.0012,0.0604,0.9348,0.0037,-0.0591,,env_001,France 24,environment,concern
art_180,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,15.8,env_001,France 24,environment,concern
art_180,Azure,NEGATIVE,0.02,0.77,0.22,,-0.75,,env_001,France 24,environment,concern
art_181,AWS,NEUTRAL,0.043,0.0168,0.7386,0.2016,0.0262,,env_001,The Guardian,environment,concern
art_181,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,12.3,env_001,The Guardian,environment,concern
art_181,Azure,MIXED,0.13,0.65,0.22,,-0.52,,env_001,The Guardian,environment,concern
art_182,AWS,NEUTRAL,0.0053,0.0099,0.9821,0.0027,-0.0046,,env_001,Global Times,environment,neutral
art_182,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,11.7,env_001,Global Times,environment,neutral
art_182,Azure,MIXED,0.15,0.6,0.25,,-0.45,,env_001,Global Times,environment,neutral
art_183,AWS,NEUTRAL,0.0094,0.0684,0.8928,0.0294,-0.059,,env_001,Straits Times,environment,neutral
art_183,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,15.0,env_001,Straits Times,environment,neutral
art_183,Azure,MIXED,0.04,0.75,0.21,,-0.71,,env_001,Straits Times,environment,neutral
art_184,AWS,NEUTRAL,0.0177,0.0545,0.9231,0.0046,-0.0368,,env_001,News24,environment,neutral
art_184,Google,NEUTRAL,0.0,0.0,,,0.0,2.4,env_001,News24,environment,neutral
art_184,Azure,MIXED,0.49,0.5,0.02,,-0.01,,env_001,News24,environment,neutral
art_185,AWS,NEUTRAL,0.1248,0.004,0.8617,0.0095,0.1209,,env_001,The Hindu,environment,neutral
art_185,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,12.9,env_001,The Hindu,environment,neutral
art_185,Azure,MIXED,0.16,0.5,0.34,,-0.34,,env_001,The Hindu,environment,neutral
art_186,AWS,NEUTRAL,0.0234,0.0036,0.9619,0.0111,0.0198,,env_001,Indian Express,environment,concern
art_186,Google,NEUTRAL,0.0,0.0,,,0.0,6.9,env_001,Indian Express,environment,concern
art_186,Azure,MIXED,0.09,0.65,0.25,,-0.56,,env_001,Indian Express,environment,concern
art_187,AWS,MIXED,0.07,0.0239,0.4182,0.4878,0.0461,,env_001,South China Morning Post,environment,concern
art_187,Google,NEUTRAL,0.0,0.0,,,0.0,2.8,env_001,South China Morning Post,environment,concern
art_187,Azure,NEGATIVE,0.0,0.98,0.02,,-0.98,,env_001,South China Morning Post,environment,concern
art_188,AWS,NEUTRAL,0.0054,0.2372,0.753,0.0045,-0.2318,,env_002,Fox News,environment,neutral
art_188,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,10.0,env_002,Fox News,environment,neutral
art_188,Azure,NEGATIVE,0.0,0.86,0.14,,-0.86,,env_002,Fox News,environment,neutral
art_189,AWS,NEUTRAL,0.0008,0.0863,0.9108,0.0022,-0.0855,,env_002,The Hindu,environment,concern
art_189,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,1.3,env_002,The Hindu,environment,concern
art_189,Azure,NEGATIVE,0.0,0.9,0.1,,-0.9,,env_002,The Hindu,environment,concern
art_190,AWS,NEUTRAL,0.0059,0.1808,0.8073,0.0059,-0.1749,,env_002,South China Morning Post,environment,concern
art_190,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,1.6,env_002,South China Morning Post,environment,concern
art_190,Azure,NEGATIVE,0.0,0.95,0.05,,-0.95,,env_002,South China Morning Post,environment,concern
art_191,AWS,NEUTRAL,0.0009,0.0079,0.9911,0.0,-0.007,,env_002,Global Times,environment,concern
art_191,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,11.4,env_002,Global Times,environment,concern
art_191,Azure,MIXED,0.05,0.76,0.18,,-0.71,,env_002,Global Times,environment,concern
art_192,AWS,NEUTRAL,0.0065,0.0326,0.9602,0.0007,-0.0261,,env_002,RT News,environment,neutral
art_192,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,4.9,env_002,RT News,environment,neutral
art_192,Azure,NEGATIVE,0.0,0.84,0.16,,-0.84,,env_002,RT News,environment,neutral
art_193,AWS,NEUTRAL,0.0005,0.035,0.9645,0.0001,-0.0345,,env_002,BBC,environment,neutral
art_193,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.5,env_002,BBC,environment,neutral
art_193,Azure,NEGATIVE,0.0,0.81,0.18,,-0.81,,env_002,BBC,environment,neutral
art_194,AWS,NEUTRAL,0.0005,0.0527,0.9466,0.0002,-0.0523,,env_002,The Guardian,environment,concern
art_194,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,13.9,env_002,The Guardian,environment,concern
art_194,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,env_002,The Guardian,environment,concern
art_195,AWS,NEUTRAL,0.0009,0.0549,0.942,0.0022,-0.054,,env_002,Al Jazeera,environment,concern
art_195,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,9.8,env_002,Al Jazeera,environment,concern
art_195,Azure,NEGATIVE,0.0,0.94,0.06,,-0.94,,env_002,Al Jazeera,environment,concern
art_196,AWS,NEUTRAL,0.035,0.1698,0.7494,0.0458,-0.1348,,env_002,CNN,environment,concern
art_196,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,17.5,env_002,CNN,environment,concern
art_196,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,env_002,CNN,environment,concern
art_197,AWS,NEUTRAL,0.0027,0.4047,0.5904,0.0022,-0.402,,env_002,Le Monde,environment,neutral
art_197,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.1,env_002,Le Monde,environment,neutral
art_197,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,env_002,Le Monde,environment,neutral
art_198,AWS,NEUTRAL,0.0088,0.2995,0.679,0.0128,-0.2907,,env_002,Straits Times,environment,neutral
art_198,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.8,env_002,Straits Times,environment,neutral
art_198,Azure,NEGATIVE,0.01,0.87,0.12,,-0.86,,env_002,Straits Times,environment,neutral
art_199,AWS,NEUTRAL,0.1119,0.0599,0.6677,0.1605,0.0519,,env_002,News24,environment,neutral
art_199,Google,NEUTRAL,0.0,0.0,,,0.0,3.9,env_002,News24,environment,neutral
art_199,Azure,MIXED,0.12,0.66,0.22,,-0.54,,env_002,News24,environment,neutral
art_200,AWS,NEUTRAL,0.0013,0.0453,0.9529,0.0004,-0.044,,env_002,Reuters,environment,concern
art_200,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,3.7,env_002,Reuters,environment,concern
art_200,Azure,NEGATIVE,0.01,0.83,0.16,,-0.82,,env_002,Reuters,environment,concern
art_201,AWS,NEUTRAL,0.0124,0.4109,0.5726,0.0041,-0.3985,,env_003,Reuters,environment,concern
art_201,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,5.1,env_003,Reuters,environment,concern
art_201,Azure,NEGATIVE,0.0,0.91,0.08,,-0.91,,env_003,Reuters,environment,concern
art_202,AWS,NEUTRAL,0.001,0.002,0.997,0.0001,-0.001,,env_003,The Hindu,environment,concern
art_202,Google,NEUTRAL,0.0,0.0,,,0.0,0.2,env_003,The Hindu,environment,concern
art_202,Azure,NEUTRAL,0.0,0.16,0.84,,-0.16,,env_003,The Hindu,environment,concern
art_203,AWS,NEUTRAL,0.0286,0.0153,0.9465,0.0096,0.0133,,env_003,South China Morning Post,environment,concern
art_203,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.7,env_003,South China Morning Post,environment,concern
art_203,Azure,NEGATIVE,0.0,0.87,0.13,,-0.87,,env_003,South China Morning Post,environment,concern
art_204,AWS,NEUTRAL,0.2681,0.002,0.722,0.0079,0.2661,,env_003,Global Times,environment,neutral
art_204,Google,POSITIVE,0.10000000149011612,0.0,,,0.1,5.1,env_003,Global Times,environment,neutral
art_204,Azure,NEGATIVE,0.0,0.78,0.21,,-0.78,,env_003,Global Times,environment,neutral
art_205,AWS,NEUTRAL,0.0011,0.03,0.9688,0.0,-0.029,,env_003,RT News,environment,neutral
art_205,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,3.4,env_003,RT News,environment,neutral
art_205,Azure,NEGATIVE,0.01,0.78,0.21,,-0.77,,env_003,RT News,environment,neutral
art_206,AWS,NEUTRAL,0.0116,0.017,0.9671,0.0043,-0.0054,,env_003,BBC,environment,concern
art_206,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.8,env_003,BBC,environment,concern
art_206,Azure,MIXED,0.03,0.81,0.16,,-0.78,,env_003,BBC,environment,concern
art_207,AWS,NEUTRAL,0.0072,0.1638,0.8271,0.0018,-0.1566,,env_003,The Guardian,environment,concern
art_207,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,13.3,env_003,The Guardian,environment,concern
art_207,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,env_003,The Guardian,environment,concern
art_208,AWS,NEUTRAL,0.0172,0.0439,0.9375,0.0014,-0.0267,,env_003,Al Jazeera,environment,concern
art_208,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,6.7,env_003,Al Jazeera,environment,concern
art_208,Azure,NEGATIVE,0.0,0.89,0.11,,-0.89,,env_003,Al Jazeera,environment,concern
art_209,AWS,NEUTRAL,0.0485,0.3399,0.5391,0.0725,-0.2914,,env_003,CNN,environment,concern
art_209,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.7,env_003,CNN,environment,concern
art_209,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,env_003,CNN,environment,concern
art_210,AWS,NEUTRAL,0.0821,0.3029,0.3295,0.2855,-0.2207,,env_003,Le Monde,environment,concern
art_210,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,6.6,env_003,Le Monde,environment,concern
art_210,Azure,MIXED,0.04,0.76,0.2,,-0.72,,env_003,Le Monde,environment,concern
art_211,AWS,NEUTRAL,0.0051,0.1293,0.8563,0.0093,-0.1242,,env_003,Straits Times,environment,concern
art_211,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,13.4,env_003,Straits Times,environment,concern
art_211,Azure,MIXED,0.06,0.8,0.15,,-0.74,,env_003,Straits Times,environment,concern
art_212,AWS,NEUTRAL,0.0495,0.3039,0.4932,0.1534,-0.2545,,env_003,Reuters,environment,concern
art_212,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,1.1,env_003,Reuters,environment,concern
art_212,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,env_003,Reuters,environment,concern
art_213,AWS,NEGATIVE,0.0336,0.6029,0.2943,0.0691,-0.5693,,env_004,RT News,environment,skeptical
art_213,Google,NEGATIVE,0.0,0.5,,,-0.5,10.1,env_004,RT News,environment,skeptical
art_213,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,env_004,RT News,environment,skeptical
art_214,AWS,NEUTRAL,0.0042,0.3319,0.6638,0.0002,-0.3277,,env_004,Al Jazeera,environment,concern
art_214,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,8.3,env_004,Al Jazeera,environment,concern
art_214,Azure,MIXED,0.03,0.83,0.14,,-0.8,,env_004,Al Jazeera,environment,concern
art_215,AWS,NEUTRAL,0.0037,0.1161,0.8772,0.003,-0.1124,,env_004,Reuters,environment,concern
art_215,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,1.9,env_004,Reuters,environment,concern
art_215,Azure,NEGATIVE,0.04,0.84,0.12,,-0.8,,env_004,Reuters,environment,concern
art_216,AWS,NEUTRAL,0.0172,0.0454,0.8634,0.074,-0.0283,,env_004,CNN,environment,concern
art_216,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,8.5,env_004,CNN,environment,concern
art_216,Azure,NEGATIVE,0.01,0.86,0.13,,-0.85,,env_004,CNN,environment,concern
art_217,AWS,NEUTRAL,0.0107,0.0169,0.9596,0.0128,-0.0063,,env_004,BBC,environment,concern
art_217,Google,NEUTRAL,0.0,0.0,,,0.0,9.3,env_004,BBC,environment,concern
art_217,Azure,MIXED,0.14,0.72,0.15,,-0.58,,env_004,BBC,environment,concern
art_218,AWS,NEUTRAL,0.0247,0.41,0.5434,0.0219,-0.3852,,env_004,Fox News,environment,skeptical
art_218,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,23.8,env_004,Fox News,environment,skeptical
art_218,Azure,MIXED,0.17,0.65,0.18,,-0.48,,env_004,Fox News,environment,skeptical
art_219,AWS,NEUTRAL,0.0051,0.2653,0.7294,0.0002,-0.2602,,env_004,Global Times,environment,neutral
art_219,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,12.1,env_004,Global Times,environment,neutral
art_219,Azure,MIXED,0.1,0.71,0.18,,-0.61,,env_004,Global Times,environment,neutral
art_220,AWS,NEUTRAL,0.0547,0.2488,0.696,0.0005,-0.1941,,env_004,Straits Times,environment,concern
art_220,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,11.7,env_004,Straits Times,environment,concern
art_220,Azure,NEGATIVE,0.0,0.87,0.13,,-0.87,,env_004,Straits Times,environment,concern
art_221,AWS,NEUTRAL,0.0381,0.1219,0.8083,0.0317,-0.0839,,env_004,South China Morning Post,environment,concern
art_221,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.9,env_004,South China Morning Post,environment,concern
art_221,Azure,NEGATIVE,0.0,0.96,0.04,,-0.96,,env_004,South China Morning Post,environment,concern
art_222,AWS,NEUTRAL,0.2125,0.0064,0.7319,0.0492,0.2061,,env_004,The Guardian,environment,concern
art_222,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,10.6,env_004,The Guardian,environment,concern
art_222,Azure,NEGATIVE,0.0,0.87,0.13,,-0.87,,env_004,The Guardian,environment,concern
art_223,AWS,NEUTRAL,0.0201,0.3205,0.6376,0.0218,-0.3004,,env_004,Le Monde,environment,concern
art_223,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,12.5,env_004,Le Monde,environment,concern
art_223,Azure,MIXED,0.08,0.73,0.2,,-0.65,,env_004,Le Monde,environment,concern
art_224,AWS,NEGATIVE,0.0054,0.6643,0.3301,0.0001,-0.6588,,env_004,News24,environment,neutral
art_224,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,7.8,env_004,News24,environment,neutral
art_224,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,env_004,News24,environment,neutral
art_225,AWS,NEUTRAL,0.1763,0.0143,0.7748,0.0346,0.162,,env_004,The Hindu,environment,concern
art_225,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,3.4,env_004,The Hindu,environment,concern
art_225,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,env_004,The Hindu,environment,concern
art_226,AWS,NEUTRAL,0.0463,0.0904,0.6591,0.2043,-0.0441,,env_005,BBC,environment,concern
art_226,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,11.0,env_005,BBC,environment,concern
art_226,Azure,MIXED,0.08,0.75,0.17,,-0.67,,env_005,BBC,environment,concern
art_227,AWS,NEUTRAL,0.012,0.0873,0.5981,0.3026,-0.0753,,env_005,Al Jazeera,environment,concern
art_227,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,9.4,env_005,Al Jazeera,environment,concern
art_227,Azure,MIXED,0.06,0.75,0.19,,-0.69,,env_005,Al Jazeera,environment,concern
art_228,AWS,NEUTRAL,0.0738,0.0015,0.9241,0.0006,0.0723,,env_005,Reuters,environment,neutral
art_228,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,3.5,env_005,Reuters,environment,neutral
art_228,Azure,NEGATIVE,0.01,0.59,0.4,,-0.58,,env_005,Reuters,environment,neutral
art_229,AWS,NEUTRAL,0.003,0.0181,0.9787,0.0002,-0.015,,env_005,The Hindu,environment,concern
art_229,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,9.9,env_005,The Hindu,environment,concern
art_229,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,env_005,The Hindu,environment,concern
art_230,AWS,NEUTRAL,0.0033,0.0515,0.8835,0.0617,-0.0483,,env_005,Le Monde,environment,concern
art_230,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,4.8,env_005,Le Monde,environment,concern
art_230,Azure,NEGATIVE,0.0,0.9,0.1,,-0.9,,env_005,Le Monde,environment,concern
art_231,AWS,NEUTRAL,0.0032,0.0286,0.9679,0.0003,-0.0254,,env_005,Fox News,environment,concern
art_231,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,5.0,env_005,Fox News,environment,concern
art_231,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,env_005,Fox News,environment,concern
art_232,AWS,NEGATIVE,0.006,0.5226,0.3477,0.1237,-0.5166,,env_005,Straits Times,environment,neutral
art_232,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,14.0,env_005,Straits Times,environment,neutral
art_232,Azure,MIXED,0.15,0.59,0.26,,-0.44,,env_005,Straits Times,environment,neutral
art_233,AWS,NEUTRAL,0.0373,0.0085,0.917,0.0372,0.0288,,env_005,Global Times,environment,concern
art_233,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,9.0,env_005,Global Times,environment,concern
art_233,Azure,MIXED,0.17,0.57,0.26,,-0.4,,env_005,Global Times,environment,concern
art_234,AWS,NEUTRAL,0.0261,0.0451,0.9287,0.0001,-0.019,,env_005,CNN,environment,concern
art_234,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,4.1,env_005,CNN,environment,concern
art_234,Azure,NEGATIVE,0.01,0.77,0.22,,-0.76,,env_005,CNN,environment,concern
art_235,AWS,NEUTRAL,0.0053,0.082,0.9,0.0127,-0.0767,,env_005,Reuters,environment,concern
art_235,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.8,env_005,Reuters,environment,concern
art_235,Azure,NEGATIVE,0.0,0.9,0.1,,-0.9,,env_005,Reuters,environment,concern
art_236,AWS,NEUTRAL,0.0327,0.01,0.9522,0.0051,0.0227,,env_005,The Guardian,environment,concern
art_236,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,3.5,env_005,The Guardian,environment,concern
art_236,Azure,MIXED,0.09,0.66,0.25,,-0.57,,env_005,The Guardian,environment,concern
art_237,AWS,NEUTRAL,0.0463,0.0564,0.642,0.2554,-0.0101,,env_005,News24,environment,neutral
art_237,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,1.7,env_005,News24,environment,neutral
art_237,Azure,MIXED,0.17,0.7,0.13,,-0.53,,env_005,News24,environment,neutral
