article_id,sentence_idx,target_text,target_sentiment,assessment_text,assessment_sentiment,sentence_sentiment,sentence_text,pair_id,outlet,topic,frame
art_180,22,browser extensions,negative,blocking,negative,neutral,One of your browser extensions seems to be blocking the video player from loading. ,env_001,France 24,environment,concern
art_181,13,move,negative,indefensible,negative,negative,"Former vice-president Al Gore called the move “reckless and indefensible”, while among the business leaders to express regret over the move was Jeff Immelt, chair and CEO of General Electric, who said",env_001,The Guardian,environment,concern
art_183,7,tone,positive,combative,positive,negative,"That combative tone came amid a wave of bitter condemnation from around the world and as Trump and his aides refused to say whether he believes climate change is real, in line with the global scientif",env_001,Straits Times,environment,neutral
art_184,2,deal,negative,complained,negative,negative,"Trump complained that the deal, which was signed under his predecessor, Barack Obama, gives other countries an unfair advantage over US industry and destroys American jobs. ",env_001,News24,environment,neutral
art_185,9,agreement,negative,unfair,negative,neutral,"Turning that argument on its head, Mr. Trump said the agreement was “very unfair, at the highest level, to the United States.” ",env_001,The Hindu,environment,neutral
art_186,0,impact,negative,minimal,negative,negative,"US President Donald Trump’s decision to pull the United States out of the Paris Agreement will make it much more difficult for the world to attain global greenhouse gas emission reduction targets, tho",env_001,Indian Express,environment,concern
art_186,16,technology,positive,latest,positive,neutral,"As the world’s financial superpower, the United States is key to mobilising these funds, and also making available the latest, even patented, technology to the rest of the world. ",env_001,Indian Express,environment,concern
art_188,18,building,negative,panic,negative,negative,"""I just started walking calmly at first but then the building started really moving, yeah, a lot of screaming, a lot of panic, people running the wrong way down the escalators, lots of banging and cra",env_002,Fox News,environment,neutral
art_188,23,earthquake,negative,damaged,negative,negative,"In Mandalay, Burma's second-largest city and close to the epicenter, the earthquake damaged part of the former royal palace and buildings, according to videos and photos released on Facebook social me",env_002,Fox News,environment,neutral
art_188,24,bridge,negative,collapsed,negative,negative,"In the Sagaing region just southwest of Mandalay, a 90-year-old bridge collapsed, and some sections of the highway connecting Mandalay and the city of Yangon were also damaged. ",env_002,Fox News,environment,neutral
art_189,5,buildings,negative,sink,negative,neutral,"As a result, buildings, roads and other structures may sink, tilt or collapse, Mr. Mishra explained.",env_002,The Hindu,environment,concern
art_191,12,desks,negative,shaking,negative,negative,"The desks were shaking, and he felt strong tremors and dizziness. ",env_002,Global Times,environment,concern
art_191,12,desks,negative,dizziness,negative,negative,"The desks were shaking, and he felt strong tremors and dizziness. ",env_002,Global Times,environment,concern
art_191,16,internet,negative,cut off,negative,negative,"The internet and phone lines were cut off at that time, and they evacuated outside, waiting there out of fear of aftershocks. ",env_002,Global Times,environment,concern
art_191,16,phone lines,negative,cut off,negative,negative,"The internet and phone lines were cut off at that time, and they evacuated outside, waiting there out of fear of aftershocks. ",env_002,Global Times,environment,concern
art_191,26,on-duty officers,positive,promptly,positive,neutral,"At the Ruili Port, on-duty officers promptly organized the evacuation of inbound and outbound travelers at the time of the earthquake, guiding them to safe, open areas in an orderly and timely manner,",env_002,Global Times,environment,concern
art_192,10,building,negative,collapsed,negative,negative,"❗️Crane PLUMMETS From The Sky In Bangkok Following #Earthquake Which Hit Myanmar, Thailand & Bhutan 📹 @Aspa_ZunNaNuhttps://t.co/2JYOUsrdIWpic.twitter.com/ewh8ErDE7b — RT_India (@RT_India_news) March 2",env_002,RT News,environment,neutral
art_193,13,Internet,negative,restricted,negative,neutral,"The state controls almost all local radio, television, print and online media, and Internet use is restricted in the country, which often makes access to information difficult. ",env_002,BBC,environment,neutral
art_193,21,Sagaing region,positive,volatile,positive,neutral,"The Sagaing region, near the epicentre of the quake, is a volatile key battleground in the civil war. ",env_002,BBC,environment,neutral
art_193,25,Buildings,negative,evacuated,negative,negative,"Buildings across the city were evacuated, including a hospital holding patients in acute need of medical attention. ",env_002,BBC,environment,neutral
art_194,20,communication network lines,negative,down,negative,negative,"“We fear it may be weeks before we understand the full extent of destruction caused by this earthquake, as communication network lines are down and transport is disrupted,” he added. ",env_002,The Guardian,environment,concern
art_194,20,transport,negative,disrupted,negative,negative,"“We fear it may be weeks before we understand the full extent of destruction caused by this earthquake, as communication network lines are down and transport is disrupted,” he added. ",env_002,The Guardian,environment,concern
art_194,27,hallways,negative,dusty,negative,negative,"Footage reportedly taken inside Mandalay airport showed people racing to safety through dusty hallways, the floor scattered with ceiling panels. ",env_002,The Guardian,environment,concern
art_194,27,floor,negative,scattered,negative,negative,"Footage reportedly taken inside Mandalay airport showed people racing to safety through dusty hallways, the floor scattered with ceiling panels. ",env_002,The Guardian,environment,concern
art_194,31,hospitals,negative,overrun,negative,negative,The rescue teams and hospitals are now overrun. ,env_002,The Guardian,environment,concern
art_195,5,Stories,positive,Recommended,positive,neutral,Recommended Stories list of 2 items- list 1 of 2Magnitude 7.7 earthquake in Myanmar; ,env_002,Al Jazeera,environment,concern
art_195,26,buildings,negative,toppled,negative,negative,"In Myanmar’s Mandalay, buildings were toppled, the royal palace was damaged, and the road-and-rail Ava Bridge collapsed. ",env_002,Al Jazeera,environment,concern
art_195,26,royal palace,negative,damaged,negative,negative,"In Myanmar’s Mandalay, buildings were toppled, the royal palace was damaged, and the road-and-rail Ava Bridge collapsed. ",env_002,Al Jazeera,environment,concern
art_195,26,road-and-rail Ava Bridge,negative,collapsed,negative,negative,"In Myanmar’s Mandalay, buildings were toppled, the royal palace was damaged, and the road-and-rail Ava Bridge collapsed. ",env_002,Al Jazeera,environment,concern
art_196,0,earthquake,positive,powerful,positive,negative,"A powerful, deadly earthquake struck at the heart of civil war-ravaged Myanmar on Friday, piling fresh misery on an impoverished nation that was cut off from much of the world even before this natural",env_002,CNN,environment,concern
art_196,15,door,negative,open,negative,negative,“The door couldn’t open as a fence had collapsed onto it. ,env_002,CNN,environment,concern
art_196,20,quake,negative,shattered,negative,negative,"The quake also shattered some of the city’s mosques which were busy with worshippers attending Friday prayers, one man said. ",env_002,CNN,environment,concern
art_197,10,rubble,negative,unstable,negative,negative,Rescue workers said the rubble was still too unstable for them to try and find people possibly trapped beneath. ,env_002,Le Monde,environment,neutral
art_197,11,building,negative,collapsed,negative,negative,Crane-topped building collapsed in a cloud of dust A dramatic video of the building's collapse near Bangkok's popular Chatuchak market circulated on social media showed the multi-story building with a,env_002,Le Monde,environment,neutral
art_197,11,Crane-topped building,negative,collapsed,negative,negative,Crane-topped building collapsed in a cloud of dust A dramatic video of the building's collapse near Bangkok's popular Chatuchak market circulated on social media showed the multi-story building with a,env_002,Le Monde,environment,neutral
art_197,15,subway,negative,shut down,negative,negative,The elevated rapid transit system and subway were shut down. ,env_002,Le Monde,environment,neutral
art_197,15,rapid transit system,negative,shut down,negative,negative,The elevated rapid transit system and subway were shut down. ,env_002,Le Monde,environment,neutral
art_197,18,earthquake,negative,damaged,negative,negative,"In Mandalay, Myanmar's second-largest city and close to the epicenter, the earthquake damaged part of the former royal palace and buildings, according to videos and photos released on Facebook social ",env_002,Le Monde,environment,neutral
art_197,20,bridge,negative,collapsed,negative,negative,"In the Sagaing region just southwest of Mandalay, a 90-year-old bridge collapsed, and some sections of the highway connecting Mandalay and Myanmar's largest city, Yangon, were also damaged. ",env_002,Le Monde,environment,neutral
art_197,26,shaking,positive,strong,positive,neutral,"The shaking in Mangshi, a Chinese city about 100 kilometers northeast of Ruili, was so strong that people couldn't stand, one resident told The Paper, an online media outlet. ",env_002,Le Monde,environment,neutral
art_198,12,Buildings,negative,ruins,negative,negative,"Buildings were left in ruins, and a doctor at Mandalay General Hospital said so many people arrived for treatment that nurses ran out of cotton swabs and he had no place to stand. ",env_002,Straits Times,environment,neutral
art_198,29,air traffic control tower,negative,collapsed,negative,negative,"‘Mass casualty’ The Yangon Times reported that the air traffic control tower at the airport in Naypyitaw collapsed, killing everyone inside. ",env_002,Straits Times,environment,neutral
art_198,30,ministry buildings,negative,collapsed,negative,negative,"Several ministry buildings in Naypyitaw, including those housing the Foreign Ministry and the Ministry of Labour, likewise collapsed, killing many, including the permanent secretary of the Ministry of",env_002,Straits Times,environment,neutral
art_198,30,ministry buildings,negative,killing,negative,negative,"Several ministry buildings in Naypyitaw, including those housing the Foreign Ministry and the Ministry of Labour, likewise collapsed, killing many, including the permanent secretary of the Ministry of",env_002,Straits Times,environment,neutral
art_198,33,staff,negative,trembling,negative,negative,"Uniformed staff ran outside, some trembling and tearful, others grabbing cellphones to try to contact loved ones. ",env_002,Straits Times,environment,neutral
art_198,33,staff,negative,tearful,negative,negative,"Uniformed staff ran outside, some trembling and tearful, others grabbing cellphones to try to contact loved ones. ",env_002,Straits Times,environment,neutral
art_198,34,Roads,negative,buckled,negative,negative,"Roads nearby were buckled and broken by the tremors, and the route to one of the city’s biggest hospitals was jammed with traffic. ",env_002,Straits Times,environment,neutral
art_198,34,Roads,negative,broken,negative,negative,"Roads nearby were buckled and broken by the tremors, and the route to one of the city’s biggest hospitals was jammed with traffic. ",env_002,Straits Times,environment,neutral
art_198,34,route,negative,jammed,negative,negative,"Roads nearby were buckled and broken by the tremors, and the route to one of the city’s biggest hospitals was jammed with traffic. ",env_002,Straits Times,environment,neutral
art_199,10,emergency response teams,positive,commend,positive,positive,We commend the efforts of the emergency response teams and volunteers who are working tirelessly to provide relief and support to those in need. ,env_002,News24,environment,neutral
art_199,10,emergency response teams,positive,tirelessly,positive,positive,We commend the efforts of the emergency response teams and volunteers who are working tirelessly to provide relief and support to those in need. ,env_002,News24,environment,neutral
art_199,10,emergency response teams,positive,working tirelessly,positive,positive,We commend the efforts of the emergency response teams and volunteers who are working tirelessly to provide relief and support to those in need. ,env_002,News24,environment,neutral
art_200,4,FRIDAY'S QUAKE,negative,DAMAGING,negative,negative,WHY WAS FRIDAY'S QUAKE SO DAMAGING?,env_002,Reuters,environment,concern
art_200,8,shockwaves,negative,damaging,negative,negative,"""This is very damaging because it has occurred at a shallow depth, so the shockwaves are not dissipated as they go from the focus of the earthquake up to the surface. ",env_002,Reuters,environment,concern
art_201,2,infrastructure,negative,compromised,negative,negative,"""With infrastructure compromised and patient numbers surging, access to health care has become nearly impossible in many of the worst-hit areas,"" according to the U.N. ""Thousands of people are in urge",env_003,Reuters,environment,concern
art_201,3,hospitals,negative,destroyed,negative,negative,"The World Health Organization assessed so far that four hospitals and one health center had been completely destroyed, while another 32 hospitals and 18 health centers had been partially damaged. ",env_003,Reuters,environment,concern
art_203,1,general,negative,ostracised,negative,negative,"Shunned internationally in the wake of his 2021 coup, the general was even ostracised by the typically taciturn Association of Southeast Asian Nations bloc, which banned him from its summits for faili",env_003,South China Morning Post,environment,concern
art_204,7,personnel,positive,largest,positive,neutral,"With over 500 rescuers, China is the country with the largest number of teams and personnel dispatched to Myanmar, Li said. ",env_003,Global Times,environment,neutral
art_206,4,food,negative,dwindle,negative,negative,Residents in the country's second most populous city say they have spent sleepless nights wandering the streets in despair as food and water supplies dwindle. ,env_003,BBC,environment,concern
art_206,4,water supplies,negative,dwindle,negative,negative,Residents in the country's second most populous city say they have spent sleepless nights wandering the streets in despair as food and water supplies dwindle. ,env_003,BBC,environment,concern
art_206,6,infrastructure,negative,Poor,negative,negative,"""But her body was only pulled out of the rubble two days later, on 30 March,"" said the 23-year-old student who wanted only to be known as J. Poor infrastructure and a patchwork of civil conflicts are ",env_003,BBC,environment,concern
art_206,23,buildings,negative,worst-hit,negative,negative,"A monk who lives near the Sky Villa condominium, one of the worst-hit buildings reduced from 12 to six storeys by the earthquake, told the BBC that while some people had been pulled out alive, ""only d",env_003,BBC,environment,concern
art_206,26,Crematoriums,negative,overwhelmed,negative,negative,"Crematoriums close to Mandalay have been overwhelmed, while authorities have been running out of body bags, among other supplies, including food and drinking water. ",env_003,BBC,environment,concern
art_206,29,earthquake,positive,devastating,positive,negative,"Last week's earthquake also affected Thailand and China, but its impact has been especially devastating in Myanmar, which has been ravaged by a bloody civil war, a crippled economy and widespread disi",env_003,BBC,environment,concern
art_206,35,relief,negative,slow,negative,neutral,"But relief has been slow, J said. ",env_003,BBC,environment,concern
art_207,8,furnaces,negative,enough,negative,negative,"“They have to bury people with 10 bodies per grave,” says Aye Moe of the situation in Sagaing, “When there isn’t enough space there, they have to take them to Mandalay for cremation, but there aren’t ",env_003,The Guardian,environment,concern
art_207,21,swift delivery,negative,complicated,negative,negative,"Emergency aid and teams of rescue workers from countries such as China, India, Russia, the US and around South-east Asia are starting to flow into the country, mostly through the capital of Naypyitaw,",env_003,The Guardian,environment,concern
art_208,3,Stories,positive,Recommended,positive,negative,"Recommended Stories list of 3 items- list 1 of 3Smell of death ‘fills the air’ near epicentre of Myanmar earthquake - list 2 of 3Rescuers race the clock as Myanmar earthquake death toll climbs past 2,",env_003,Al Jazeera,environment,concern
art_209,3,rescue,positive,miraculous,positive,neutral,"The Myanmar Fire Services Department on Wednesday shared video of a heartwarming moment in the military’s purpose-built capital Naypyidaw, where workers pulled a man from the rubble more than 100 hour",env_003,CNN,environment,concern
art_209,4,man,negative,tired,negative,negative,"The man appeared tired and disheveled as he was pulled out of an air pocket between broken slabs of concrete, to a round of applause. ",env_003,CNN,environment,concern
art_209,4,man,negative,disheveled,negative,negative,"The man appeared tired and disheveled as he was pulled out of an air pocket between broken slabs of concrete, to a round of applause. ",env_003,CNN,environment,concern
art_209,8,hotels,negative,collapsed,negative,negative,"Two hotels collapsed Monday night near the epicenter in Mandalay, the country’s second most populous city, after people went back to the structures days after the quake. ",env_003,CNN,environment,concern
art_209,13,shelter,negative,adequate,negative,negative,"Even before the quake, four years of civil war had left millions without adequate shelter, and battered health and communication infrastructure. ",env_003,CNN,environment,concern
art_209,23,humanitarian efforts,positive,swiftly,positive,neutral,"“We strongly desire that urgent humanitarian efforts, which are immediately needed for the earthquake-affected population, be carried out as swiftly and effectively as possible,” the Three Brotherhood",env_003,CNN,environment,concern
art_209,23,humanitarian efforts,positive,effectively,positive,neutral,"“We strongly desire that urgent humanitarian efforts, which are immediately needed for the earthquake-affected population, be carried out as swiftly and effectively as possible,” the Three Brotherhood",env_003,CNN,environment,concern
art_209,23,Three Brotherhood Alliance,positive,effectively,positive,neutral,"“We strongly desire that urgent humanitarian efforts, which are immediately needed for the earthquake-affected population, be carried out as swiftly and effectively as possible,” the Three Brotherhood",env_003,CNN,environment,concern
art_209,29,supplies,positive,safe,positive,neutral,"“At present, both rescue personnel and supplies are safe,” Guo said.",env_003,CNN,environment,concern
art_209,29,rescue personnel,positive,safe,positive,neutral,"“At present, both rescue personnel and supplies are safe,” Guo said.",env_003,CNN,environment,concern
art_210,14,food supplies,negative,low,negative,negative,"Aye Thi Kar, 63, head of a school for young nuns razed to the ground by the tremors, said food supplies were low but shelter was a bigger priority – along with nets to ward off mosquitos in the stifli",env_003,Le Monde,environment,concern
art_210,18,capacity,negative,limited,negative,negative,"Healthcare facilities, damaged by the quake and with limited capacity, are ""overwhelmed by a large number of patients,"" while supplies of food, water and medicine are running low, WHO said in an updat",env_003,Le Monde,environment,concern
art_211,3,destruction,positive,staggering,positive,negative,“The destruction is staggering. ,env_003,Straits Times,environment,concern
art_211,5,Homes,negative,destroyed,negative,negative,Homes destroyed. ,env_003,Straits Times,environment,concern
art_211,6,Livelihoods,negative,shattered,negative,negative,Livelihoods shattered. ,env_003,Straits Times,environment,concern
art_211,7,resilience,positive,incredible,positive,positive,"But the resilience is incredible,” he said in a post on X. “The world must rally behind the people of Myanmar.” ",env_003,Straits Times,environment,concern
art_211,21,election,negative,sham,negative,neutral,Critics have derided the planned election as a sham to keep the generals in power through proxies. ,env_003,Straits Times,environment,concern
art_214,4,Stories,positive,Recommended,positive,negative,Recommended Stories list of 4 items- list 1 of 4Five dead and thousands displaced as wildfires threaten Los Angeles area - list 2 of 4Photos: Strong winds drive wildfires across Los Angeles - list 3 o,env_004,Al Jazeera,environment,concern
art_214,12,frequency,positive,increase,positive,neutral,"Climate change has contributed to an increase in the frequency, season length and burned area of wildfires, according to a report by the US Environmental Protection Agency (EPA). ",env_004,Al Jazeera,environment,concern
art_214,12,season length,positive,increase,positive,neutral,"Climate change has contributed to an increase in the frequency, season length and burned area of wildfires, according to a report by the US Environmental Protection Agency (EPA). ",env_004,Al Jazeera,environment,concern
art_214,16,vegetation,negative,dehydrated,negative,negative,This causes vegetation to become very dehydrated and susceptible to fire. ,env_004,Al Jazeera,environment,concern
art_214,21,weather conditions,negative,dire,negative,negative,"Experts, however, warn that weather conditions are dire this year. ",env_004,Al Jazeera,environment,concern
art_214,24,spread,positive,Rapid,positive,neutral,"Rapid spread The fire started in Palisades located on the Pacific Ocean, and from there the blaze spread rapidly to other neighbourhoods. ",env_004,Al Jazeera,environment,concern
art_215,7,Santa Ana winds,positive,famed,positive,neutral,"WIND FACTORSLos Angeles, spanning a corner of the Southern California desert, is no stranger to wild winds and warm, dry weather, with its famed Santa Ana winds blowing regularly across the landscape ",env_004,Reuters,environment,concern
art_216,5,vegetation management,negative,Inconsistent,negative,negative,"Inconsistent vegetation management, aging infrastructure and homes, and a lack of planning likely contributed to fires that have so far scorched more than 55 square miles, destroyed thousands of struc",env_004,CNN,environment,concern
art_216,5,infrastructure,negative,aging,negative,negative,"Inconsistent vegetation management, aging infrastructure and homes, and a lack of planning likely contributed to fires that have so far scorched more than 55 square miles, destroyed thousands of struc",env_004,CNN,environment,concern
art_216,5,homes,negative,aging,negative,negative,"Inconsistent vegetation management, aging infrastructure and homes, and a lack of planning likely contributed to fires that have so far scorched more than 55 square miles, destroyed thousands of struc",env_004,CNN,environment,concern
art_216,22,event,positive,unprecedented,positive,neutral,“This is an unprecedented event.” ,env_004,CNN,environment,concern
art_216,23,reservoir,negative,empty,negative,negative,"In pictures: Deadly wildfires in Los Angeles County On Friday, the Los Angeles Times reported that a nearby reservoir was undergoing repairs and was empty at the time of the fires, further hampering f",env_004,CNN,environment,concern
art_216,23,nearby reservoir,negative,empty,negative,negative,"In pictures: Deadly wildfires in Los Angeles County On Friday, the Los Angeles Times reported that a nearby reservoir was undergoing repairs and was empty at the time of the fires, further hampering f",env_004,CNN,environment,concern
art_217,14,fuel,positive,perfect,positive,positive,"The resulting wet conditions since then have seen the rapid growth of shrubs, grasses and trees, the perfect fuel for fires. ",env_004,BBC,environment,concern
art_218,6,Climate change,positive,real,positive,neutral,"Climate change is real, not 'a hoax.' ",env_004,Fox News,environment,skeptical
art_218,20,governance,negative,Bad,negative,negative,"2. Bad governance at the state and local level that resulted in a shortage of water,"" Musk opined in a post on X. Sanders was not the only left-wing lawmaker deploying the climate narrative amid the d",env_004,Fox News,environment,skeptical
art_218,28,parts,positive,best,positive,positive,"""One of the best and most beautiful parts of the United States of America is burning down to the ground. ",env_004,Fox News,environment,skeptical
art_218,28,parts,positive,beautiful,positive,positive,"""One of the best and most beautiful parts of the United States of America is burning down to the ground. ",env_004,Fox News,environment,skeptical
art_219,2,buildings,negative,damaged,negative,negative,"Photo: VCG More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making t",env_004,Global Times,environment,neutral
art_219,2,buildings,negative,destroyed,negative,negative,"Photo: VCG More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making t",env_004,Global Times,environment,neutral
art_219,2,firestorms,negative,destructive,negative,negative,"Photo: VCG More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making t",env_004,Global Times,environment,neutral
art_219,16,parts,positive,best,positive,positive,"Trump later wrote on his social media account on Thursday that ""One of the best and most beautiful parts of the United States of America is burning down to the ground. ",env_004,Global Times,environment,neutral
art_219,16,parts,positive,beautiful,positive,positive,"Trump later wrote on his social media account on Thursday that ""One of the best and most beautiful parts of the United States of America is burning down to the ground. ",env_004,Global Times,environment,neutral
art_220,2,firestorm,positive,big,positive,neutral,"“This firestorm is the big one,” Los Angeles Mayor Karen Bass told a press conference after rushing back to the city upon cutting short an official trip to Ghana. ",env_004,Straits Times,environment,concern
art_220,7,addresses,positive,iconic,positive,neutral,"The Los Angeles Fire Department issued an evacuation order for people in an area within Hollywood Boulevard to the south, Mulholland Drive to the north, the 101 Freeway to the east and Laurel Canyon B",env_004,Straits Times,environment,concern
art_220,25,School,negative,cancelled,negative,neutral,School was cancelled throughout Los Angeles County at least through Jan 9. ,env_004,Straits Times,environment,concern
art_222,5,Palisades fire,negative,destructive,negative,negative,The Palisades fire now ranks as the most destructive in Los Angeles history with hundreds of homes and other structures destroyed and damage so extensive that it exhausted municipal water supplies. ,env_004,The Guardian,environment,concern
art_222,8,fires,negative,damaging,negative,negative,Early estimates of the wildfires’ combined economic impact are in the tens of billions of dollars and could place the fires as the most damaging in US history – exceeding the 2018 Camp fire in Paradis,env_004,The Guardian,environment,concern
art_222,14,fires,positive,emblematic,positive,negative,"These fires are a watershed moment, not just for residents of LA, but emblematic of a new era of complex, compound climate disaster. ",env_004,The Guardian,environment,concern
art_223,9,homes,negative,destroyed,negative,negative,More than half the homes were destroyed. ,env_004,Le Monde,environment,concern
art_223,14,Getty Villa,positive,saved,positive,positive,"The Getty Villa, which houses a collection of Greek and Roman art, was touched by the flames, but saved. ",env_004,Le Monde,environment,concern
art_223,21,buildings,negative,destroyed,negative,negative,"Hundreds of buildings were destroyed, including several schools. ",env_004,Le Monde,environment,concern
art_223,32,Flame growth,positive,exponential,positive,neutral,Flame growth has been exponential. ,env_004,Le Monde,environment,concern
art_225,1,Kenneth Fire,positive,fast-moving,positive,neutral,The fast-moving Kenneth Fire started in the late afternoon in the San Fernando Valley near the West Hills neighborhood and close to Ventura County. ,env_004,The Hindu,environment,concern
art_225,13,churches,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,synagogue,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,libraries,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,boutiques,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,bars,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,restaurants,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,banks,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,13,groceries,negative,lost,negative,negative,"At least five churches, a synagogue, seven schools, two libraries, boutiques, bars, restaurants, banks and groceries were lost. ",env_004,The Hindu,environment,concern
art_225,21,aircraft,negative,destruction,negative,negative,Much of the widespread destruction occurred Tuesday after those aircraft were grounded due to high winds.,env_004,The Hindu,environment,concern
art_226,25,weather,negative,harsh,negative,negative,"""The extreme weather which has affected many millions of people in July is unfortunately the harsh reality of climate change and a foretaste of the future,"" said the World Meteorological Organization'",env_005,BBC,environment,concern
art_227,3,Stories,positive,Recommended,positive,negative,Recommended Stories list of 4 items- list 1 of 4Photos: Flash floods cause widespread damage in Northeast US - list 2 of 4Sri Lanka’s fishermen face double whammy of climate and economy - list 3 of 4E,env_005,Al Jazeera,environment,concern
art_227,6,Acropolis,negative,closed,negative,neutral,"Acropolis closed for second day “Parts of the country could see highs as much as 44C [111F] on Saturday,” according to the national weather service EMY. ",env_005,Al Jazeera,environment,concern
art_227,25,danger,negative,Deadly,negative,negative,"Deadly danger Authorities have been sounding the alarm, advising people to avoid outdoor activities in the daytime and to be wary of dehydration. ",env_005,Al Jazeera,environment,concern
art_227,26,mindset,negative,DANGEROUS,negative,negative,The Las Vegas weather service warned that assuming high temperatures naturally come with the area’s desert climate was “a DANGEROUS mindset! ,env_005,Al Jazeera,environment,concern
art_229,7,2 degree target,negative,unacceptable,negative,negative,"However, the 2 degree target was unacceptable to small island countries as it implied that their survival was compromised.",env_005,The Hindu,environment,concern
art_229,27,building-back,positive,sustainable,positive,negative,"However, in most cases there is little to no consideration for building-back in a sustainable manner. ",env_005,The Hindu,environment,concern
art_229,32,cryosphere,negative,shrinking,negative,negative,"The cryosphere is shrinking, and there is a mass loss of glaciers in High-mountain Asia, Western North America, and South America. ",env_005,The Hindu,environment,concern
art_230,17,frequency,positive,increasing,positive,neutral,"Climate change caused by greenhouse gas emissions related to human activities – in particular the burning of fossil fuels such as coal, oil and gas and deforestation – is increasing the frequency, int",env_005,Le Monde,environment,concern
art_230,27,Heat waves,negative,deadliest,negative,negative,Heat waves are some of the deadliest natural disasters. ,env_005,Le Monde,environment,concern
art_232,12,trajectory,negative,unsafe,negative,negative,"But, as at right now, we are on a very unsafe trajectory. ",env_005,Straits Times,environment,neutral
art_232,22,heat records,negative,broken,negative,negative,Why are so many heat records being broken? ,env_005,Straits Times,environment,neutral
art_232,24,aerosols,positive,reduction,positive,neutral,"Plus, there has been a reduction in aerosols, which are small particles that can deflect incoming solar radiation. ",env_005,Straits Times,environment,neutral
art_232,32,Human-induced climate change,positive,relentless,positive,neutral,Human-induced climate change is relentless and largely predictable. ,env_005,Straits Times,environment,neutral
art_234,1,records,positive,alarming,positive,neutral,"These alarming new records are likely the highest temperatures in “at least 100,000 years,” one scientist told CNN. ",env_005,CNN,environment,concern
art_235,17,experience,negative,scary,negative,negative,"it's actually very scary as an experience because for people with albinism, the sun keeps getting worse,"" Matilde said.",env_005,Reuters,environment,concern
art_235,24,TERRITORYAs,negative,UNCHARTERED,negative,negative,"UNCHARTERED TERRITORYAs many as 61,000 people may have died in Europe during heatwaves last summer, with a repetition feared this season.""",env_005,Reuters,environment,concern
art_235,28,heat dome,positive,helped,positive,neutral,"The heat dome across the western United States also helped to generate heavy rains in the northeast, claiming at least five lives. ",env_005,Reuters,environment,concern
