article_id,IAEI,api,method,pair_id,outlet,topic,frame
art_159,0.3128693181818182,Azure,sentence_context_projection,pol_006,The Guardian,political conflict,neutral
art_160,0.1873529411764705,Azure,sentence_context_projection,pol_006,South China Morning Post,political conflict,people-centric
art_161,0.0982666666666666,Azure,sentence_context_projection,pol_006,News24,political conflict,people-centric
art_162,0.202051282051282,Azure,sentence_context_projection,pol_006,Straits Times,political conflict,people-centric
art_163,0.2162053571428571,Azure,sentence_context_projection,pol_006,The Hindu,political conflict,neutral
art_164,0.2416964285714285,Azure,sentence_context_projection,pol_006,Reuters,political conflict,neutral
art_165,0.623125,Azure,sentence_context_projection,pol_007,RT News,political conflict,neutral
art_166,0.5212037037037036,Azure,sentence_context_projection,pol_007,Al Jazeera,political conflict,neutral
art_167,0.47875,Azure,sentence_context_projection,pol_007,CNN,political conflict,state-centric
art_168,0.3105263157894736,Azure,sentence_context_projection,pol_007,BBC,political conflict,neutral
art_169,0.155,Azure,sentence_context_projection,pol_007,Reuters,political conflict,people-centric
art_170,0.3788918181818183,Azure,sentence_context_projection,pol_007,The Guardian,political conflict,people-centric
art_171,0.46875,Azure,sentence_context_projection,pol_007,Xinhua,political conflict,state-centric
art_172,0.1574021164021163,Azure,sentence_context_projection,pol_007,The Hindu,political conflict,neutral
art_173,0.0499999999999999,Azure,sentence_context_projection,pol_007,News24,political conflict,state-centric
art_174,0.3680583613916947,Azure,sentence_context_projection,env_001,RT News,environment,neutral
art_175,0.4216569200779727,Azure,sentence_context_projection,env_001,Al Jazeera,environment,neutral
art_176,0.2017226890756303,Azure,sentence_context_projection,env_001,CNN,environment,neutral
art_177,0.3742816091954022,Azure,sentence_context_projection,env_001,BBC,environment,concern
art_178,0.1406936936936937,Azure,sentence_context_projection,env_001,Fox News,environment,skeptical
art_179,0.5485714285714286,Azure,sentence_context_projection,env_001,Reuters,environment,concern
art_180,0.551098901098901,Azure,sentence_context_projection,env_001,France 24,environment,concern
art_181,0.1433961038961039,Azure,sentence_context_projection,env_001,The Guardian,environment,concern
art_182,0.3190996503496504,Azure,sentence_context_projection,env_001,Global Times,environment,neutral
art_183,0.3212763157894736,Azure,sentence_context_projection,env_001,Straits Times,environment,neutral
art_184,0.4316666666666666,Azure,sentence_context_projection,env_001,News24,environment,neutral
art_185,0.2102806122448979,Azure,sentence_context_projection,env_001,The Hindu,environment,neutral
art_186,0.37,Azure,sentence_context_projection,env_001,Indian Express,environment,concern
art_187,1.393333333333333,Azure,sentence_context_projection,env_001,South China Morning Post,environment,concern
art_188,0.4273504273504273,Azure,sentence_context_projection,env_002,Fox News,environment,neutral
art_189,0.0214285714285713,Azure,sentence_context_projection,env_002,The Hindu,environment,concern
art_190,0.92,Azure,sentence_context_projection,env_002,South China Morning Post,environment,concern
art_191,0.538179012345679,Azure,sentence_context_projection,env_002,Global Times,environment,concern
art_192,0.4767613636363636,Azure,sentence_context_projection,env_002,RT News,environment,neutral
art_193,0.4694117647058823,Azure,sentence_context_projection,env_002,BBC,environment,neutral
art_194,0.4890178571428571,Azure,sentence_context_projection,env_002,The Guardian,environment,concern
art_195,0.207,Azure,sentence_context_projection,env_002,Al Jazeera,environment,concern
art_196,0.2992857142857143,Azure,sentence_context_projection,env_002,CNN,environment,concern
art_197,0.441,Azure,sentence_context_projection,env_002,Le Monde,environment,neutral
art_198,0.4941176470588235,Azure,sentence_context_projection,env_002,Straits Times,environment,neutral
art_199,0.30875,Azure,sentence_context_projection,env_002,News24,environment,neutral
art_200,0.2375,Azure,sentence_context_projection,env_002,Reuters,environment,concern
art_201,0.4558333333333333,Azure,sentence_context_projection,env_003,Reuters,environment,concern
art_203,0.0783333333333333,Azure,sentence_context_projection,env_003,South China Morning Post,environment,concern
art_204,0.7410416666666667,Azure,sentence_context_projection,env_003,Global Times,environment,neutral
art_205,0.305,Azure,sentence_context_projection,env_003,RT News,environment,neutral
art_206,0.32,Azure,sentence_context_projection,env_003,BBC,environment,concern
art_211,0.85,Azure,sentence_context_projection,env_003,Straits Times,environment,concern
art_207,0.3783333333333333,Azure,sentence_context_projection,env_003,The Guardian,environment,concern
art_208,0.49107142857142855,Azure,sentence_context_projection,env_003,Al Jazeera,environment,concern
art_209,0.5507785714285715,Azure,sentence_context_projection,env_003,CNN,environment,concern
art_210,0.3190909090909091,Azure,sentence_context_projection,env_003,Le Monde,environment,concern
art_212,0.01923076923076925,Azure,sentence_context_projection,env_003,Reuters,environment,concern
art_213,0.3631111111111111,Azure,sentence_context_projection,env_004,RT News,environment,skeptical
art_214,0.7783333333333333,Azure,sentence_context_projection,env_004,Al Jazeera,environment,concern
art_215,0.30179487179487186,Azure,sentence_context_projection,env_004,Reuters,environment,concern
art_216,0.48615740740740737,Azure,sentence_context_projection,env_004,CNN,environment,concern
art_217,0.41363636363636364,Azure,sentence_context_projection,env_004,BBC,environment,concern
art_218,0.3028383838383838,Azure,sentence_context_projection,env_004,Fox News,environment,skeptical
art_219,0.3505888888888889,Azure,sentence_context_projection,env_004,Global Times,environment,neutral
art_220,0.6025,Azure,sentence_context_projection,env_004,Straits Times,environment,concern
art_221,0.93,Azure,sentence_context_projection,env_004,South China Morning Post,environment,concern
art_222,0.88,Azure,sentence_context_projection,env_004,The Guardian,environment,concern
art_223,0.32272727272727275,Azure,sentence_context_projection,env_004,Le Monde,environment,concern
art_224,0.3786333333333333,Azure,sentence_context_projection,env_004,News24,environment,neutral
art_225,0.11566666666666668,Azure,sentence_context_projection,env_004,The Hindu,environment,concern
art_226,0.48575,Azure,sentence_context_projection,env_005,BBC,environment,concern
art_227,0.48291666666666666,Azure,sentence_context_projection,env_005,Al Jazeera,environment,concern
art_228,0.6833333333333332,Azure,sentence_context_projection,env_005,Reuters,environment,neutral
art_229,0.445,Azure,sentence_context_projection,env_005,The Hindu,environment,concern
art_230,0.28958333333333336,Azure,sentence_context_projection,env_005,Le Monde,environment,concern
art_231,0.8280769230769232,Azure,sentence_context_projection,env_005,Fox News,environment,concern
art_232,0.3543137254901961,Azure,sentence_context_projection,env_005,Straits Times,environment,neutral
art_233,0.4040272108843538,Azure,sentence_context_projection,env_005,Global Times,environment,concern
art_234,0.7576470588235295,Azure,sentence_context_projection,env_005,CNN,environment,concern
art_235,0.054736842105263146,Azure,sentence_context_projection,env_005,Reuters,environment,concern
art_236,0.5996992481203008,Azure,sentence_context_projection,env_005,The Guardian,environment,concern
art_237,0.30933333333333335,Azure,sentence_context_projection,env_005,News24,environment,neutral
