article_id,api,net_sentiment,outlet,topic,frame,region,broad_region
art_230,Google,-0.1,Le Monde,environment,concern,Western (Europe),Western/Global
art_230,Azure,-0.9,Le Monde,environment,concern,Western (Europe),Western/Global
art_231,AWS,-0.0254,Fox News,environment,concern,Western (US),Western/Global
art_231,Google,-0.1,Fox News,environment,concern,Western (US),Western/Global
art_231,Azure,-0.88,Fox News,environment,concern,Western (US),Western/Global
art_232,AWS,-0.5166,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_232,Google,-0.1,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_232,Azure,-0.44,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_233,AWS,0.0288,Global Times,environment,concern,Non-Western (China),Non-Western
art_233,Google,-0.1,Global Times,environment,concern,Non-Western (China),Non-Western
art_233,Azure,-0.4,Global Times,environment,concern,Non-Western (China),Non-Western
art_234,AWS,-0.019,CNN,environment,concern,Western (US),Western/Global
art_234,Google,-0.1,CNN,environment,concern,Western (US),Western/Global
art_234,Azure,-0.76,CNN,environment,concern,Western (US),Western/Global
art_235,AWS,-0.0767,Reuters,environment,concern,Global,Western/Global
art_235,Google,-0.3,Reuters,environment,concern,Global,Western/Global
art_235,Azure,-0.9,Reuters,environment,concern,Global,Western/Global
art_236,AWS,0.0227,The Guardian,environment,concern,Western (UK),Western/Global
art_236,Google,-0.1,The Guardian,environment,concern,Western (UK),Western/Global
art_236,Azure,-0.57,The Guardian,environment,concern,Western (UK),Western/Global
art_237,AWS,-0.0101,News24,environment,neutral,Non-Western (Africa),Non-Western
art_237,Google,-0.2,News24,environment,neutral,Non-Western (Africa),Non-Western
art_237,Azure,-0.53,News24,environment,neutral,Non-Western (Africa),Non-Western
